"Target","Evidence"
"ADAM10","predicted (union)"
"ADAM11","predicted (union)"
"ADAM12","predicted (intersection) + predicted (union)"
"ADAM18","predicted (union)"
"ADAM22","predicted (union)"
"ADAM33","predicted (union)"
"ADAMTS1","predicted (union)"
"ADAMTS12","predicted (intersection) + predicted (union)"
"ADAMTS15","predicted (intersection) + predicted (union)"
"ADAMTS2","predicted (intersection) + predicted (union)"
"ADAMTS5","experimental (all) + predicted (intersection) + predicted (union)"
"ADAT1","predicted (union)"
"ADAT2","predicted (intersection) + predicted (union)"
"ADCY1","predicted (intersection) + predicted (union)"
"ADCY5","predicted (union)"
"ADCYAP1","predicted (intersection) + predicted (union)"
"ADCYAP1R1","predicted (union)"
"ADD2","predicted (union)"
"ADGRA3","predicted (union)"
"ADGRE2","predicted (union)"
"ADGRF3","predicted (union)"
"ADGRL3","predicted (intersection) + predicted (union)"
"ADH5","predicted (intersection) + predicted (union)"
"ADIPOR2","predicted (intersection) + predicted (union)"
"ADM2","predicted (intersection) + predicted (union)"
"ADNP","predicted (union)"
"ADO","predicted (intersection) + predicted (union)"
"ADORA1","predicted (intersection) + predicted (union)"
"ADPRHL2","predicted (union)"
"ADTRP","predicted (intersection) + predicted (union)"
"AEBP2","predicted (intersection) + predicted (union)"
"AEN","predicted (intersection) + predicted (union)"
"AFAP1L1","predicted (union)"
"AFAP1L2","predicted (intersection) + predicted (union)"
"AFDN","predicted (union)"
"AFF1","predicted (union)"
"AFF2","predicted (intersection) + predicted (union)"
"AFF3","predicted (intersection) + predicted (union)"
"AFF4","predicted (union)"
"AFG1L","predicted (intersection) + predicted (union)"
"AGAP1","predicted (union)"
"AGBL3","predicted (union)"
"AGFG1","predicted (union)"
"AGL","predicted (union)"
"AGO1","predicted (intersection) + predicted (union)"
"AGO2","predicted (union)"
"AGO3","predicted (intersection) + predicted (union)"
"AGO4","predicted (union)"
"AGPAT3","predicted (union)"
"AGPAT4","predicted (intersection) + predicted (union)"
"AGPAT5","predicted (union)"
"AGPS","predicted (union)"
"AGTPBP1","predicted (intersection) + predicted (union)"
"AHCTF1","predicted (union)"
"AHCY","predicted (union)"
"AHR","predicted (union)"
"AHRR","predicted (union)"
"AICDA","predicted (union)"
"AIDA","predicted (union)"
"AIG1","predicted (intersection) + predicted (union)"
"AIMP1","predicted (union)"
"AJAP1","predicted (intersection) + predicted (union)"
"AK4","predicted (union)"
"AK7","predicted (union)"
"AK9","predicted (intersection) + predicted (union)"
"AKAP10","predicted (union)"
"AKAP12","predicted (union)"
"AKAP2","predicted (union)"
"AKAP5","predicted (union)"
"AKNA","predicted (union)"
"AKR1C1","predicted (intersection) + predicted (union)"
"AKR1C2","predicted (intersection) + predicted (union)"
"AKR7A2","predicted (union)"
"AKT2","predicted (union)"
"ALDH1A2","predicted (union)"
"ALDH1B1","predicted (union)"
"ALDH1L2","predicted (union)"
"ALDH5A1","predicted (intersection) + predicted (union)"
"ALDH7A1","predicted (intersection) + predicted (union)"
"ALDH8A1","predicted (union)"
"ALG10B","predicted (intersection) + predicted (union)"
"ALG13","predicted (union)"
"ALG14","predicted (intersection) + predicted (union)"
"ALKBH4","predicted (union)"
"ALKBH8","predicted (intersection) + predicted (union)"
"ALS2","predicted (union)"
"AMACR","predicted (union)"
"AMD1","predicted (union)"
"AMER3","predicted (intersection) + predicted (union)"
"AMIGO2","predicted (union)"
"AMN1","predicted (union)"
"AMOT","predicted (union)"
"AMPD3","predicted (union)"
"ANAPC7","predicted (union)"
"ANGEL1","predicted (union)"
"ANGEL2","predicted (union)"
"ANGPTL2","predicted (union)"
"ANGPTL3","predicted (intersection) + predicted (union)"
"ANGPTL4","predicted (union)"
"ANGPTL7","predicted (intersection) + predicted (union)"
"ANK1","predicted (intersection) + predicted (union)"
"ANK2","predicted (intersection) + predicted (union)"
"ANKEF1","predicted (union)"
"ANKFY1","predicted (union)"
"ANKH","predicted (intersection) + predicted (union)"
"ANKIB1","predicted (intersection) + predicted (union)"
"ANKLE1","predicted (union)"
"ANKRD13C","predicted (intersection) + predicted (union)"
"ANKRD18A","predicted (union)"
"ANKRD18B","predicted (union)"
"ANKRD20A2","predicted (intersection) + predicted (union)"
"ANKRD20A4","predicted (intersection) + predicted (union)"
"ANKRD22","predicted (union)"
"ANKRD28","predicted (union)"
"ANKRD33B","predicted (union)"
"ANKRD34B","predicted (union)"
"ANKRD34C","predicted (intersection) + predicted (union)"
"ANKRD40","predicted (intersection) + predicted (union)"
"ANKRD46","predicted (intersection) + predicted (union)"
"ANKRD49","predicted (intersection) + predicted (union)"
"ANKRD50","predicted (union)"
"ANKRD52","predicted (intersection) + predicted (union)"
"ANKRD55","predicted (union)"
"ANKS3","predicted (union)"
"ANKS4B","predicted (intersection) + predicted (union)"
"ANO3","predicted (union)"
"ANO5","predicted (intersection) + predicted (union)"
"ANO6","predicted (intersection) + predicted (union)"
"ANP32B","predicted (intersection) + predicted (union)"
"ANTXR1","predicted (union)"
"ANTXR2","predicted (intersection) + predicted (union)"
"ANXA2","predicted (intersection) + predicted (union)"
"ANXA9","predicted (union)"
"AOC3","predicted (union)"
"AOPEP","predicted (intersection) + predicted (union)"
"AP1AR","predicted (union)"
"AP1G1","predicted (intersection) + predicted (union)"
"AP1S1","predicted (union)"
"AP3M1","predicted (intersection) + predicted (union)"
"AP4E1","predicted (intersection) + predicted (union)"
"AP4S1","predicted (union)"
"AP5M1","predicted (intersection) + predicted (union)"
"APBA1","predicted (union)"
"APBA2","predicted (union)"
"APBB3","predicted (union)"
"APEX2","predicted (intersection) + predicted (union)"
"APH1A","predicted (union)"
"API5","predicted (union)"
"APLF","predicted (union)"
"APLP2","predicted (intersection) + predicted (union)"
"APOC3","predicted (union)"
"APOL3","predicted (union)"
"APOL4","predicted (union)"
"APOL6","predicted (intersection) + predicted (union)"
"APOLD1","predicted (intersection) + predicted (union)"
"APOOL","predicted (union)"
"APP","predicted (intersection) + predicted (union)"
"APPBP2","predicted (intersection) + predicted (union)"
"APPL1","predicted (intersection) + predicted (union)"
"APTX","predicted (union)"
"AQP3","predicted (union)"
"AQP4","predicted (union)"
"AQP6","predicted (union)"
"AQP7","predicted (intersection) + predicted (union)"
"AQP9","predicted (union)"
"AQR","predicted (intersection) + predicted (union)"
"ARF3","predicted (union)"
"ARF6","predicted (intersection) + predicted (union)"
"ARFGAP3","predicted (intersection) + predicted (union)"
"ARFGEF3","predicted (intersection) + predicted (union)"
"ARFIP2","predicted (intersection) + predicted (union)"
"ARGFX","predicted (intersection) + predicted (union)"
"ARHGAP1","predicted (union)"
"ARHGAP11A","predicted (intersection) + predicted (union)"
"ARHGAP18","predicted (intersection) + predicted (union)"
"ARHGAP19","predicted (intersection) + predicted (union)"
"ARHGAP22","predicted (union)"
"ARHGAP28","predicted (union)"
"ARHGAP32","predicted (union)"
"ARHGDIA","predicted (union)"
"ARHGEF12","predicted (intersection) + predicted (union)"
"ARHGEF15","predicted (union)"
"ARHGEF17","predicted (union)"
"ARHGEF18","predicted (union)"
"ARHGEF3","predicted (union)"
"ARHGEF33","experimental (all)"
"ARHGEF37","predicted (intersection) + predicted (union)"
"ARHGEF39","predicted (intersection) + predicted (union)"
"ARHGEF6","predicted (union)"
"ARHGEF9","predicted (union)"
"ARID3B","predicted (intersection) + predicted (union)"
"ARL1","predicted (union)"
"ARL10","predicted (union)"
"ARL11","predicted (union)"
"ARL14EPL","predicted (union)"
"ARL17A","predicted (intersection) + predicted (union)"
"ARL17B","predicted (intersection) + predicted (union)"
"ARL2BP","predicted (intersection) + predicted (union)"
"ARL5B","predicted (union)"
"ARL5C","experimental (all) + predicted (union)"
"ARL6IP1","predicted (intersection) + predicted (union)"
"ARL6IP5","predicted (union)"
"ARL6IP6","predicted (intersection) + predicted (union)"
"ARMC10","predicted (union)"
"ARMC2","predicted (intersection) + predicted (union)"
"ARMC5","predicted (intersection) + predicted (union)"
"ARMCX3","predicted (union)"
"ARMH4","predicted (union)"
"ARMT1","predicted (union)"
"ARNT2","predicted (union)"
"ARPC2","predicted (union)"
"ARPC4","predicted (intersection) + predicted (union)"
"ARPC4-TTLL3","predicted (union)"
"ARPIN","predicted (intersection) + predicted (union)"
"ARPP19","predicted (intersection) + predicted (union)"
"ARPP21","predicted (intersection) + predicted (union)"
"ARRDC2","predicted (union)"
"ARRDC3","predicted (union)"
"ARRDC4","predicted (intersection) + predicted (union)"
"ARSB","predicted (union)"
"ARSK","predicted (intersection) + predicted (union)"
"ART1","predicted (intersection) + predicted (union)"
"ART4","predicted (union)"
"AS3MT","predicted (union)"
"ASAH2","predicted (union)"
"ASAH2B","predicted (union)"
"ASAP2","predicted (union)"
"ASB1","predicted (union)"
"ASB13","predicted (intersection) + predicted (union)"
"ASB4","predicted (union)"
"ASB7","predicted (union)"
"ASCC1","predicted (intersection) + predicted (union)"
"ASCC3","predicted (union)"
"ASGR2","predicted (union)"
"ASH2L","predicted (union)"
"ASIC1","predicted (intersection) + predicted (union)"
"ASPA","predicted (union)"
"ASPH","predicted (union)"
"ASPHD2","predicted (union)"
"ASPSCR1","predicted (union)"
"ASRGL1","predicted (union)"
"ASTN1","predicted (intersection) + predicted (union)"
"ASTN2","predicted (intersection) + predicted (union)"
"ASXL2","predicted (intersection) + predicted (union)"
"ATAD1","predicted (union)"
"ATAD3C","predicted (union)"
"ATAT1","predicted (intersection) + predicted (union)"
"ATF2","predicted (union)"
"ATF7","predicted (intersection) + predicted (union)"
"ATF7IP","predicted (intersection) + predicted (union)"
"ATG10","predicted (intersection) + predicted (union)"
"ATG14","predicted (union)"
"ATG4B","predicted (union)"
"ATG7","predicted (union)"
"ATG9A","predicted (intersection) + predicted (union)"
"ATIC","predicted (union)"
"ATL2","predicted (intersection) + predicted (union)"
"ATMIN","predicted (union)"
"ATOH8","predicted (union)"
"ATP10B","predicted (intersection) + predicted (union)"
"ATP11A","predicted (union)"
"ATP11B","predicted (intersection) + predicted (union)"
"ATP1A1","experimental (all) + predicted (union)"
"ATP1A3","predicted (union)"
"ATP1B3","predicted (intersection) + predicted (union)"
"ATP23","predicted (intersection) + predicted (union)"
"ATP2A2","predicted (union)"
"ATP2B4","predicted (union)"
"ATP2C2","predicted (union)"
"ATP5F1A","predicted (union)"
"ATP5F1B","predicted (union)"
"ATP5F1E","predicted (union)"
"ATP5MC1","predicted (union)"
"ATP5MC3","predicted (union)"
"ATP5MG","predicted (union)"
"ATP5PB","predicted (intersection) + predicted (union)"
"ATP6V0B","predicted (union)"
"ATP6V0E1","predicted (intersection) + predicted (union)"
"ATP6V1A","predicted (union)"
"ATP6V1G2","predicted (union)"
"ATP8A1","predicted (union)"
"ATP8A2","predicted (intersection) + predicted (union)"
"ATPAF2","predicted (intersection) + predicted (union)"
"ATRNL1","predicted (intersection) + predicted (union)"
"ATXN1","predicted (intersection) + predicted (union)"
"ATXN10","predicted (union)"
"ATXN1L","experimental (all) + predicted (intersection) + predicted (union)"
"ATXN2L","predicted (union)"
"ATXN3","experimental (all)"
"ATXN3L","predicted (intersection) + predicted (union)"
"ATXN7","predicted (union)"
"ATXN7L1","predicted (union)"
"ATXN7L3","predicted (union)"
"AUNIP","predicted (intersection) + predicted (union)"
"AVL9","predicted (union)"
"AVPR2","predicted (intersection) + predicted (union)"
"AWAT2","predicted (union)"
"AZI2","predicted (intersection) + predicted (union)"
"AZIN1","predicted (intersection) + predicted (union)"
"B2M","predicted (union)"
"B3GALNT2","predicted (union)"
"B3GALT1","predicted (union)"
"B3GALT2","predicted (union)"
"B3GALT5","predicted (intersection) + predicted (union)"
"B3GAT2","predicted (union)"
"B3GLCT","predicted (intersection) + predicted (union)"
"B3GNT5","predicted (union)"
"B4GALNT1","predicted (intersection) + predicted (union)"
"B4GALNT3","predicted (union)"
"B4GALT3","predicted (union)"
"B4GALT4","predicted (union)"
"B4GALT5","predicted (union)"
"B4GALT7","predicted (intersection) + predicted (union)"
"B4GAT1","predicted (union)"
"BAALC","predicted (union)"
"BACE1","predicted (intersection) + predicted (union)"
"BACE2","predicted (union)"
"BACH1","predicted (union)"
"BACH2","predicted (intersection) + predicted (union)"
"BAG2","predicted (union)"
"BAG5","predicted (intersection) + predicted (union)"
"BAIAP2","predicted (union)"
"BAK1","predicted (union)"
"BAMBI","predicted (intersection) + predicted (union)"
"BARD1","predicted (union)"
"BAZ1A","predicted (intersection) + predicted (union)"
"BAZ2B","predicted (intersection) + predicted (union)"
"BBX","predicted (intersection) + predicted (union)"
"BCAP29","predicted (intersection) + predicted (union)"
"BCAS2","predicted (intersection) + predicted (union)"
"BCAT1","predicted (intersection) + predicted (union)"
"BCCIP","predicted (union)"
"BCDIN3D","predicted (union)"
"BCKDK","predicted (union)"
"BCL10","predicted (union)"
"BCL11A","predicted (intersection) + predicted (union)"
"BCL11B","predicted (union)"
"BCL2","predicted (intersection) + predicted (union)"
"BCL2L11","predicted (intersection) + predicted (union)"
"BCL2L13","predicted (union)"
"BCL2L15","predicted (union)"
"BCL2L2","predicted (union)"
"BCL2L2-PABPN1","predicted (union)"
"BCL6B","predicted (union)"
"BCL7A","predicted (union)"
"BCL7B","predicted (union)"
"BCL7C","predicted (intersection) + predicted (union)"
"BCL9","predicted (union)"
"BCLAF1","predicted (intersection) + predicted (union)"
"BCORL1","predicted (intersection) + predicted (union)"
"BCR","predicted (intersection) + predicted (union)"
"BDH2","predicted (union)"
"BDNF","predicted (union)"
"BDP1","predicted (intersection) + predicted (union)"
"BEAN1","predicted (union)"
"BEND3","predicted (union)"
"BEND4","predicted (intersection) + predicted (union)"
"BEND6","predicted (intersection) + predicted (union)"
"BEST3","predicted (intersection) + predicted (union)"
"BEX4","predicted (intersection) + predicted (union)"
"BHLHE41","predicted (intersection) + predicted (union)"
"BICD1","predicted (union)"
"BICD2","predicted (intersection) + predicted (union)"
"BICRAL","predicted (union)"
"BID","predicted (intersection) + predicted (union)"
"BIN2","predicted (union)"
"BIN3","predicted (union)"
"BLOC1S2","predicted (intersection) + predicted (union)"
"BLOC1S4","predicted (union)"
"BLOC1S5","predicted (union)"
"BLZF1","predicted (intersection) + predicted (union)"
"BMP10","predicted (intersection) + predicted (union)"
"BMP3","predicted (intersection) + predicted (union)"
"BMP5","predicted (intersection) + predicted (union)"
"BMP7","predicted (union)"
"BMPR1A","predicted (union)"
"BMPR1B","predicted (intersection) + predicted (union)"
"BMPR2","predicted (intersection) + predicted (union)"
"BMS1","predicted (union)"
"BNC1","predicted (union)"
"BNC2","predicted (intersection) + predicted (union)"
"BNIP1","predicted (union)"
"BNIP2","predicted (intersection) + predicted (union)"
"BNIP3","predicted (union)"
"BNIPL","predicted (union)"
"BOD1","predicted (intersection) + predicted (union)"
"BOLL","predicted (intersection) + predicted (union)"
"BORCS5","predicted (union)"
"BORCS7","predicted (intersection) + predicted (union)"
"BPNT1","predicted (union)"
"BRAP","predicted (intersection) + predicted (union)"
"BRCC3","predicted (intersection) + predicted (union)"
"BRD3","predicted (union)"
"BRD7","predicted (intersection) + predicted (union)"
"BRD8","predicted (union)"
"BRF1","predicted (union)"
"BRF2","predicted (union)"
"BRI3BP","predicted (intersection) + predicted (union)"
"BRINP2","predicted (intersection) + predicted (union)"
"BRIP1","predicted (union)"
"BRIX1","predicted (union)"
"BRK1","predicted (union)"
"BRMS1L","predicted (intersection) + predicted (union)"
"BRSK2","predicted (union)"
"BRWD1","predicted (intersection) + predicted (union)"
"BRWD3","predicted (intersection) + predicted (union)"
"BSDC1","predicted (union)"
"BSN","predicted (intersection) + predicted (union)"
"BTAF1","predicted (intersection) + predicted (union)"
"BTBD7","predicted (intersection) + predicted (union)"
"BTBD9","predicted (union)"
"BTD","predicted (intersection) + predicted (union)"
"BTF3","predicted (intersection) + predicted (union)"
"BTG2","predicted (union)"
"BTLA","predicted (intersection) + predicted (union)"
"BTNL3","predicted (union)"
"BTNL8","predicted (intersection) + predicted (union)"
"BTNL9","predicted (intersection) + predicted (union)"
"BUB3","predicted (union)"
"BVES","predicted (union)"
"BYSL","predicted (union)"
"C10orf67","predicted (union)"
"C10orf88","predicted (union)"
"C11orf1","predicted (intersection) + predicted (union)"
"C11orf58","predicted (union)"
"C11orf98","predicted (intersection) + predicted (union)"
"C12orf4","predicted (union)"
"C12orf40","predicted (intersection) + predicted (union)"
"C12orf49","predicted (intersection) + predicted (union)"
"C12orf60","predicted (union)"
"C12orf66","predicted (intersection) + predicted (union)"
"C15orf40","predicted (union)"
"C16orf72","predicted (union)"
"C16orf87","predicted (intersection) + predicted (union)"
"C17orf80","predicted (union)"
"C18orf21","predicted (intersection) + predicted (union)"
"C18orf25","experimental (all)"
"C18orf54","predicted (union)"
"C19orf12","predicted (union)"
"C19orf44","predicted (union)"
"C19orf67","predicted (union)"
"C1D","predicted (intersection) + predicted (union)"
"C1GALT1","predicted (union)"
"C1orf112","predicted (union)"
"C1orf115","predicted (union)"
"C1orf116","predicted (union)"
"C1orf141","predicted (union)"
"C1orf147","experimental (all)"
"C1orf198","predicted (intersection) + predicted (union)"
"C1orf21","predicted (union)"
"C1orf216","predicted (intersection) + predicted (union)"
"C1orf226","predicted (union)"
"C1orf43","predicted (union)"
"C1orf50","predicted (intersection) + predicted (union)"
"C1orf52","predicted (union)"
"C1orf56","predicted (union)"
"C1orf68","predicted (union)"
"C20orf202","predicted (union)"
"C20orf27","predicted (union)"
"C21orf58","predicted (union)"
"C21orf91","predicted (union)"
"C2CD2","predicted (intersection) + predicted (union)"
"C2CD4A","predicted (union)"
"C2CD5","predicted (union)"
"C2orf66","predicted (intersection) + predicted (union)"
"C2orf88","predicted (union)"
"C3AR1","predicted (union)"
"C3orf14","predicted (intersection) + predicted (union)"
"C3orf52","predicted (union)"
"C3orf62","predicted (union)"
"C3orf67","predicted (intersection) + predicted (union)"
"C4orf3","predicted (intersection) + predicted (union)"
"C4orf33","predicted (union)"
"C4orf54","predicted (union)"
"C5orf30","predicted (intersection) + predicted (union)"
"C5orf63","predicted (union)"
"C5orf64","predicted (union)"
"C6orf132","predicted (union)"
"C6orf141","predicted (union)"
"C6orf222","predicted (union)"
"C7","predicted (union)"
"C7orf25","predicted (intersection) + predicted (union)"
"C8A","predicted (intersection) + predicted (union)"
"C8orf34-AS1","predicted (intersection) + predicted (union)"
"C8orf37","predicted (union)"
"C8orf86","predicted (union)"
"C8orf88","predicted (union)"
"C9orf116","predicted (union)"
"C9orf43","predicted (intersection) + predicted (union)"
"C9orf57","predicted (union)"
"C9orf64","predicted (intersection) + predicted (union)"
"C9orf72","predicted (union)"
"CA10","predicted (union)"
"CA13","predicted (intersection) + predicted (union)"
"CA14","predicted (intersection) + predicted (union)"
"CA8","predicted (intersection) + predicted (union)"
"CAB39L","predicted (union)"
"CABLES2","predicted (union)"
"CABYR","predicted (union)"
"CACNA1B","predicted (union)"
"CACNA2D4","predicted (union)"
"CACNG4","predicted (union)"
"CACNG8","predicted (intersection) + predicted (union)"
"CACUL1","predicted (intersection) + predicted (union)"
"CAD","predicted (union)"
"CADM1","predicted (intersection) + predicted (union)"
"CADM2","predicted (intersection) + predicted (union)"
"CALHM1","predicted (union)"
"CALHM5","predicted (union)"
"CALM1","predicted (intersection) + predicted (union)"
"CALML4","predicted (intersection) + predicted (union)"
"CALN1","predicted (union)"
"CALR","predicted (union)"
"CALU","predicted (intersection) + predicted (union)"
"CAMK2A","predicted (intersection) + predicted (union)"
"CAMK2B","predicted (union)"
"CAMK2D","predicted (intersection) + predicted (union)"
"CAMK4","predicted (intersection) + predicted (union)"
"CAMKK1","predicted (intersection) + predicted (union)"
"CAMKK2","predicted (union)"
"CAMSAP2","predicted (union)"
"CAMTA1","predicted (union)"
"CAND1","predicted (union)"
"CANX","predicted (union)"
"CAPN11","predicted (union)"
"CAPN6","predicted (union)"
"CAPN7","predicted (intersection) + predicted (union)"
"CAPS2","predicted (intersection) + predicted (union)"
"CAPZA1","predicted (union)"
"CAPZA2","predicted (intersection) + predicted (union)"
"CARF","predicted (intersection) + predicted (union)"
"CARNMT1","predicted (union)"
"CASC3","predicted (union)"
"CASD1","predicted (union)"
"CASK","predicted (intersection) + predicted (union)"
"CASP10","predicted (intersection) + predicted (union)"
"CASP14","predicted (union)"
"CASP16P","predicted (union)"
"CASR","predicted (union)"
"CAVIN4","predicted (intersection) + predicted (union)"
"CBFA2T3","predicted (intersection) + predicted (union)"
"CBL","predicted (union)"
"CBLN2","predicted (intersection) + predicted (union)"
"CBR4","predicted (union)"
"CBS","predicted (intersection) + predicted (union)"
"CBY1","predicted (union)"
"CC2D1B","predicted (union)"
"CC2D2A","predicted (union)"
"CCDC103","predicted (union)"
"CCDC113","predicted (union)"
"CCDC114","predicted (union)"
"CCDC117","predicted (intersection) + predicted (union)"
"CCDC125","predicted (union)"
"CCDC127","predicted (intersection) + predicted (union)"
"CCDC137","predicted (union)"
"CCDC141","predicted (intersection) + predicted (union)"
"CCDC152","predicted (union)"
"CCDC171","predicted (union)"
"CCDC174","predicted (intersection) + predicted (union)"
"CCDC177","predicted (intersection) + predicted (union)"
"CCDC190","predicted (union)"
"CCDC191","predicted (union)"
"CCDC32","predicted (union)"
"CCDC34","predicted (intersection) + predicted (union)"
"CCDC40","predicted (union)"
"CCDC47","predicted (union)"
"CCDC50","predicted (union)"
"CCDC58","predicted (union)"
"CCDC6","predicted (intersection) + predicted (union)"
"CCDC68","predicted (intersection) + predicted (union)"
"CCDC7","predicted (union)"
"CCDC74A","predicted (union)"
"CCDC80","predicted (union)"
"CCDC85A","predicted (union)"
"CCDC88A","predicted (intersection) + predicted (union)"
"CCDC9","predicted (union)"
"CCDC93","predicted (union)"
"CCDC96","predicted (intersection) + predicted (union)"
"CCER1","predicted (union)"
"CCL1","predicted (intersection) + predicted (union)"
"CCL13","predicted (intersection) + predicted (union)"
"CCN2","predicted (union)"
"CCN4","predicted (intersection) + predicted (union)"
"CCN5","predicted (union)"
"CCNC","predicted (union)"
"CCND1","predicted (intersection) + predicted (union)"
"CCND2","predicted (intersection) + predicted (union)"
"CCNH","predicted (union)"
"CCNI","predicted (union)"
"CCNJ","predicted (union)"
"CCNL2","predicted (intersection) + predicted (union)"
"CCNT2","predicted (intersection) + predicted (union)"
"CCNY","predicted (union)"
"CCPG1","predicted (intersection) + predicted (union)"
"CCR1","predicted (intersection) + predicted (union)"
"CCR4","predicted (union)"
"CCR6","predicted (union)"
"CCR7","predicted (union)"
"CCSER1","predicted (intersection) + predicted (union)"
"CCSER2","predicted (union)"
"CCT6A","predicted (intersection) + predicted (union)"
"CCZ1B","predicted (intersection) + predicted (union)"
"CD109","predicted (union)"
"CD164","predicted (intersection) + predicted (union)"
"CD1D","predicted (union)"
"CD1E","predicted (union)"
"CD200","predicted (intersection) + predicted (union)"
"CD200R1","predicted (intersection) + predicted (union)"
"CD200R1L","predicted (union)"
"CD226","predicted (union)"
"CD248","predicted (union)"
"CD276","predicted (union)"
"CD28","predicted (union)"
"CD2AP","predicted (union)"
"CD300C","predicted (union)"
"CD300E","predicted (union)"
"CD300LG","predicted (union)"
"CD302","predicted (union)"
"CD36","predicted (intersection) + predicted (union)"
"CD38","predicted (intersection) + predicted (union)"
"CD44","predicted (union)"
"CD52","predicted (union)"
"CD55","predicted (intersection) + predicted (union)"
"CD83","predicted (intersection) + predicted (union)"
"CD84","predicted (union)"
"CDADC1","predicted (intersection) + predicted (union)"
"CDAN1","predicted (union)"
"CDC14B","predicted (intersection) + predicted (union)"
"CDC16","predicted (intersection) + predicted (union)"
"CDC20B","predicted (intersection) + predicted (union)"
"CDC25A","predicted (union)"
"CDC25B","predicted (intersection) + predicted (union)"
"CDC27","predicted (intersection) + predicted (union)"
"CDC42BPB","predicted (union)"
"CDC42EP1","predicted (union)"
"CDC42SE2","predicted (union)"
"CDC5L","predicted (union)"
"CDC6","predicted (intersection) + predicted (union)"
"CDC73","predicted (intersection) + predicted (union)"
"CDH10","predicted (intersection) + predicted (union)"
"CDH18","predicted (intersection) + predicted (union)"
"CDH6","predicted (union)"
"CDH7","predicted (intersection) + predicted (union)"
"CDHR1","experimental (all)"
"CDIP1","predicted (union)"
"CDK1","predicted (intersection) + predicted (union)"
"CDK13","predicted (intersection) + predicted (union)"
"CDK15","predicted (union)"
"CDK18","predicted (union)"
"CDK19","predicted (intersection) + predicted (union)"
"CDK2AP1","predicted (union)"
"CDK6","experimental (all) + predicted (intersection) + predicted (union)"
"CDK8","predicted (union)"
"CDK9","predicted (intersection) + predicted (union)"
"CDKL2","predicted (union)"
"CDKN1B","predicted (intersection) + predicted (union)"
"CDKN2AIP","predicted (union)"
"CDKN2AIPNL","predicted (intersection) + predicted (union)"
"CDKN3","predicted (union)"
"CDON","predicted (intersection) + predicted (union)"
"CDR1","predicted (union)"
"CDT1","predicted (union)"
"CDV3","predicted (intersection) + predicted (union)"
"CDYL2","predicted (intersection) + predicted (union)"
"CEACAM1","predicted (intersection) + predicted (union)"
"CEACAM18","predicted (union)"
"CEACAM7","predicted (union)"
"CEBPZOS","predicted (union)"
"CELA1","predicted (union)"
"CELF1","predicted (union)"
"CELF3","predicted (intersection) + predicted (union)"
"CELF4","predicted (intersection) + predicted (union)"
"CEMIP","predicted (intersection) + predicted (union)"
"CENPA","predicted (intersection) + predicted (union)"
"CENPBD1","predicted (union)"
"CENPC","predicted (intersection) + predicted (union)"
