"Target","Evidence"
"AMMECR1L","predicted (union)"
"AMOT","predicted (union)"
"AMOTL2","predicted (intersection) + predicted (union)"
"AMPD2","predicted (union)"
"AMPD3","predicted (intersection) + predicted (union)"
"AMPH","predicted (union)"
"AMT","predicted (union)"
"AMZ1","predicted (union)"
"ANAPC15","predicted (union)"
"ANAPC16","predicted (intersection) + predicted (union)"
"ANAPC2","predicted (union)"
"ANG","predicted (intersection) + predicted (union)"
"ANGEL1","predicted (intersection) + predicted (union)"
"ANGEL2","predicted (intersection) + predicted (union)"
"ANGPT1","predicted (union)"
"ANGPT2","predicted (union)"
"ANGPT4","predicted (union)"
"ANGPTL1","predicted (union)"
"ANGPTL2","predicted (union)"
"ANGPTL3","predicted (union)"
"ANK2","predicted (union)"
"ANK3","predicted (union)"
"ANKDD1A","predicted (union)"
"ANKEF1","predicted (union)"
"ANKFY1","predicted (intersection) + predicted (union)"
"ANKH","predicted (union)"
"ANKIB1","predicted (intersection) + predicted (union)"
"ANKLE1","predicted (intersection) + predicted (union)"
"ANKMY1","predicted (intersection) + predicted (union)"
"ANKRD10","predicted (union)"
"ANKRD11","predicted (union)"
"ANKRD12","predicted (intersection) + predicted (union)"
"ANKRD13A","predicted (intersection) + predicted (union)"
"ANKRD13B","predicted (union)"
"ANKRD13C","predicted (intersection) + predicted (union)"
"ANKRD16","predicted (intersection) + predicted (union)"
"ANKRD17","predicted (union)"
"ANKRD24","predicted (union)"
"ANKRD28","predicted (intersection) + predicted (union)"
"ANKRD29","predicted (intersection) + predicted (union)"
"ANKRD33B","predicted (intersection) + predicted (union)"
"ANKRD34B","predicted (union)"
"ANKRD35","predicted (union)"
"ANKRD42","predicted (union)"
"ANKRD44","predicted (intersection) + predicted (union)"
"ANKRD45","predicted (union)"
"ANKRD50","experimental (all) + predicted (intersection) + predicted (union)"
"ANKRD52","predicted (intersection) + predicted (union)"
"ANKRD54","predicted (union)"
"ANKRD55","predicted (union)"
"ANKRD65","predicted (union)"
"ANKRD66","predicted (union)"
"ANKRD9","experimental (all)"
"ANKS1A","predicted (intersection) + predicted (union)"
"ANKS1B","predicted (union)"
"ANKS4B","predicted (union)"
"ANLN","predicted (union)"
"ANO3","predicted (intersection) + predicted (union)"
"ANO4","predicted (union)"
"ANO6","predicted (intersection) + predicted (union)"
"ANO7","predicted (union)"
"ANOS1","predicted (intersection) + predicted (union)"
"ANTXR2","predicted (intersection) + predicted (union)"
"ANXA1","predicted (intersection) + predicted (union)"
"ANXA10","predicted (union)"
"ANXA11","predicted (intersection) + predicted (union)"
"ANXA4","predicted (intersection) + predicted (union)"
"ANXA6","predicted (union)"
"ANXA7","predicted (union)"
"AOPEP","predicted (union)"
"AP1B1","predicted (union)"
"AP1G1","predicted (intersection) + predicted (union)"
"AP1S1","predicted (intersection) + predicted (union)"
"AP1S3","predicted (union)"
"AP3M1","predicted (intersection) + predicted (union)"
"AP3S2","predicted (union)"
"AP4E1","predicted (union)"
"AP4S1","predicted (intersection) + predicted (union)"
"AP5B1","predicted (union)"
"AP5M1","predicted (intersection) + predicted (union)"
"APAF1","predicted (intersection) + predicted (union)"
"APBA1","predicted (intersection) + predicted (union)"
"APBB1","predicted (union)"
"APBB2","predicted (intersection) + predicted (union)"
"APCDD1","predicted (intersection) + predicted (union)"
"APEX2","predicted (intersection) + predicted (union)"
"APH1A","predicted (union)"
"APH1B","predicted (union)"
"API5","predicted (intersection) + predicted (union)"
"APLF","predicted (union)"
"APLNR","predicted (intersection) + predicted (union)"
"APMAP","predicted (intersection) + predicted (union)"
"APOA1","predicted (intersection) + predicted (union)"
"APOB","predicted (intersection) + predicted (union)"
"APOBEC3F","predicted (union)"
"APOBEC3G","predicted (union)"
"APOBEC4","predicted (union)"
"APOL1","predicted (union)"
"APOL3","predicted (union)"
"APOL6","predicted (intersection) + predicted (union)"
"APOLD1","predicted (intersection) + predicted (union)"
"APOOL","predicted (intersection) + predicted (union)"
"APP","predicted (intersection) + predicted (union)"
"APPL1","predicted (intersection) + predicted (union)"
"APTX","predicted (intersection) + predicted (union)"
"AQP1","predicted (union)"
"AQP11","predicted (union)"
"AQP7","predicted (union)"
"AQP9","predicted (union)"
"AQR","predicted (intersection) + predicted (union)"
"AR","predicted (intersection) + predicted (union)"
"ARAP2","predicted (intersection) + predicted (union)"
"ARF3","predicted (union)"
"ARF4","predicted (intersection) + predicted (union)"
"ARF6","predicted (union)"
"ARFGAP1","predicted (intersection) + predicted (union)"
"ARFGEF1","predicted (union)"
"ARFGEF2","predicted (union)"
"ARFGEF3","predicted (intersection) + predicted (union)"
"ARFIP1","predicted (intersection) + predicted (union)"
"ARFIP2","predicted (union)"
"ARGFX","predicted (intersection) + predicted (union)"
"ARGLU1","predicted (union)"
"ARHGAP1","experimental (all) + predicted (intersection) + predicted (union)"
"ARHGAP10","predicted (union)"
"ARHGAP11A","predicted (union)"
"ARHGAP12","experimental (all) + predicted (intersection) + predicted (union)"
"ARHGAP18","predicted (intersection) + predicted (union)"
"ARHGAP19","predicted (union)"
"ARHGAP21","predicted (intersection) + predicted (union)"
"ARHGAP22","predicted (union)"
"ARHGAP24","predicted (intersection) + predicted (union)"
"ARHGAP29","predicted (intersection) + predicted (union)"
"ARHGAP31","predicted (union)"
"ARHGAP5","predicted (union)"
"ARHGAP8","predicted (union)"
"ARHGEF11","predicted (union)"
"ARHGEF12","predicted (intersection) + predicted (union)"
"ARHGEF17","predicted (union)"
"ARHGEF26","experimental (all) + predicted (intersection) + predicted (union)"
"ARHGEF37","predicted (union)"
"ARHGEF39","predicted (union)"
"ARHGEF4","predicted (intersection) + predicted (union)"
"ARHGEF5","predicted (intersection) + predicted (union)"
"ARHGEF6","predicted (intersection) + predicted (union)"
"ARHGEF7","predicted (intersection) + predicted (union)"
"ARID1A","predicted (union)"
"ARID2","predicted (union)"
"ARID3A","predicted (intersection) + predicted (union)"
"ARID4B","predicted (intersection) + predicted (union)"
"ARID5B","predicted (intersection) + predicted (union)"
"ARIH1","predicted (intersection) + predicted (union)"
"ARL1","predicted (union)"
"ARL10","predicted (intersection) + predicted (union)"
"ARL11","predicted (union)"
"ARL13B","predicted (intersection) + predicted (union)"
"ARL14EP","predicted (intersection) + predicted (union)"
"ARL14EPL","predicted (intersection) + predicted (union)"
"ARL16","predicted (intersection) + predicted (union)"
"ARL17A","predicted (intersection) + predicted (union)"
"ARL17B","experimental (all) + predicted (intersection) + predicted (union)"
"ARL2BP","predicted (union)"
"ARL3","predicted (intersection) + predicted (union)"
"ARL4A","predicted (union)"
"ARL5A","predicted (union)"
"ARL5C","predicted (intersection) + predicted (union)"
"ARL6","predicted (union)"
"ARL6IP1","experimental (all) + predicted (intersection) + predicted (union)"
"ARL6IP4","predicted (union)"
"ARL6IP6","predicted (union)"
"ARMC1","predicted (union)"
"ARMC10","predicted (intersection) + predicted (union)"
"ARMC5","predicted (union)"
"ARMC8","predicted (intersection) + predicted (union)"
"ARMCX4","predicted (intersection) + predicted (union)"
"ARMCX6","predicted (union)"
"ARMH3","predicted (union)"
"ARMH4","predicted (intersection) + predicted (union)"
"ARMT1","predicted (intersection) + predicted (union)"
"ARNTL2","predicted (union)"
"ARPC2","predicted (intersection) + predicted (union)"
"ARPC3","predicted (union)"
"ARPC5L","predicted (union)"
"ARPIN","predicted (union)"
"ARPIN-AP3S2","predicted (union)"
"ARPP19","predicted (intersection) + predicted (union)"
"ARPP21","predicted (intersection) + predicted (union)"
"ARRB1","predicted (union)"
"ARRDC3","predicted (intersection) + predicted (union)"
"ARRDC4","predicted (union)"
"ARSA","experimental (all) + predicted (intersection) + predicted (union)"
"ARSB","predicted (intersection) + predicted (union)"
"ARSD","predicted (intersection) + predicted (union)"
"ARSE","predicted (union)"
"ARSG","predicted (intersection) + predicted (union)"
"ARSK","predicted (union)"
"ART4","predicted (intersection) + predicted (union)"
"ARX","predicted (intersection) + predicted (union)"
"AS3MT","predicted (union)"
"ASAH2","predicted (union)"
"ASAH2B","predicted (union)"
"ASAP1","predicted (intersection) + predicted (union)"
"ASAP2","predicted (intersection) + predicted (union)"
"ASB1","predicted (union)"
"ASB10","predicted (union)"
"ASB15","predicted (intersection) + predicted (union)"
"ASB16","experimental (all) + predicted (intersection) + predicted (union)"
"ASB4","predicted (intersection) + predicted (union)"
"ASB6","predicted (union)"
"ASB7","predicted (intersection) + predicted (union)"
"ASB8","predicted (intersection) + predicted (union)"
"ASCC1","predicted (union)"
"ASCC3","predicted (union)"
"ASCL1","predicted (intersection) + predicted (union)"
"ASF1A","predicted (union)"
"ASGR2","predicted (union)"
"ASH2L","predicted (union)"
"ASIC1","predicted (intersection) + predicted (union)"
"ASNSD1","predicted (union)"
"ASPA","predicted (intersection) + predicted (union)"
"ASPH","predicted (intersection) + predicted (union)"
"ASPHD2","predicted (union)"
"ASRGL1","predicted (union)"
"ASTN1","predicted (intersection) + predicted (union)"
"ASTN2","predicted (intersection) + predicted (union)"
"ASXL1","predicted (union)"
"ASXL2","predicted (intersection) + predicted (union)"
"ASXL3","predicted (intersection) + predicted (union)"
"ATAD2","predicted (union)"
"ATAD2B","predicted (union)"
"ATAD3C","predicted (intersection) + predicted (union)"
"ATCAY","predicted (union)"
"ATF1","predicted (union)"
"ATF3","predicted (union)"
"ATF6","predicted (intersection) + predicted (union)"
"ATF7","predicted (intersection) + predicted (union)"
"ATF7IP","experimental (all) + predicted (intersection) + predicted (union)"
"ATF7IP2","predicted (intersection) + predicted (union)"
"ATG101","predicted (intersection) + predicted (union)"
"ATG12","predicted (intersection) + predicted (union)"
"ATG13","predicted (union)"
"ATG14","predicted (intersection) + predicted (union)"
"ATG16L1","predicted (intersection) + predicted (union)"
"ATG2B","predicted (intersection) + predicted (union)"
"ATG4B","predicted (union)"
"ATG4C","predicted (union)"
"ATG4D","predicted (intersection) + predicted (union)"
"ATG5","predicted (intersection) + predicted (union)"
"ATG7","predicted (union)"
"ATG9A","predicted (union)"
"ATIC","predicted (intersection) + predicted (union)"
"ATL2","predicted (union)"
"ATL3","predicted (intersection) + predicted (union)"
"ATM","predicted (intersection) + predicted (union)"
"ATMIN","experimental (all) + predicted (intersection) + predicted (union)"
"ATOH8","predicted (union)"
"ATP10B","predicted (union)"
"ATP11A","predicted (intersection) + predicted (union)"
"ATP11B","predicted (intersection) + predicted (union)"
"ATP11C","predicted (union)"
"ATP12A","predicted (intersection) + predicted (union)"
"ATP1A2","predicted (intersection) + predicted (union)"
"ATP1B3","predicted (union)"
"ATP1B4","predicted (intersection) + predicted (union)"
"ATP2A3","predicted (union)"
"ATP2B1","predicted (intersection) + predicted (union)"
"ATP2B3","predicted (intersection) + predicted (union)"
"ATP2B4","predicted (union)"
"ATP2C1","predicted (intersection) + predicted (union)"
"ATP4B","predicted (intersection) + predicted (union)"
"ATP5F1A","predicted (union)"
"ATP5F1E","predicted (intersection) + predicted (union)"
"ATP5MC1","predicted (intersection) + predicted (union)"
"ATP5MC3","predicted (union)"
"ATP5MF-PTCD1","predicted (union)"
"ATP5MPL","predicted (union)"
"ATP5PB","predicted (intersection) + predicted (union)"
"ATP6V0A1","predicted (union)"
"ATP6V0A2","predicted (intersection) + predicted (union)"
"ATP6V0B","predicted (union)"
"ATP6V0D1","experimental (all) + predicted (intersection) + predicted (union)"
"ATP6V0E1","experimental (all) + predicted (intersection) + predicted (union)"
"ATP6V1B2","experimental (all) + predicted (intersection) + predicted (union)"
"ATP6V1C1","experimental (all)"
"ATP7A","predicted (intersection) + predicted (union)"
"ATP7B","predicted (union)"
"ATP8A1","predicted (intersection) + predicted (union)"
"ATP8A2","predicted (union)"
"ATP8B2","predicted (union)"
"ATP8B3","predicted (union)"
"ATPAF2","predicted (intersection) + predicted (union)"
"ATRAID","predicted (intersection) + predicted (union)"
"ATRN","predicted (intersection) + predicted (union)"
"ATRX","predicted (union)"
"ATXN1","predicted (intersection) + predicted (union)"
"ATXN10","predicted (union)"
"ATXN1L","predicted (intersection) + predicted (union)"
"ATXN7","predicted (intersection) + predicted (union)"
"ATXN7L1","predicted (intersection) + predicted (union)"
"AVPR1A","predicted (intersection) + predicted (union)"
"AXIN2","predicted (intersection) + predicted (union)"
"AXL","predicted (union)"
"AZIN1","predicted (union)"
"B2M","predicted (intersection) + predicted (union)"
"B3GALNT1","predicted (union)"
"B3GALNT2","predicted (intersection) + predicted (union)"
"B3GALT1","predicted (union)"
"B3GALT2","predicted (union)"
"B3GALT5","predicted (intersection) + predicted (union)"
"B3GAT2","predicted (intersection) + predicted (union)"
"B3GAT3","predicted (union)"
"B3GNT8","predicted (union)"
"B4GALNT1","predicted (intersection) + predicted (union)"
"B4GALNT3","predicted (intersection) + predicted (union)"
"B4GALT5","predicted (intersection) + predicted (union)"
"B4GALT6","predicted (intersection) + predicted (union)"
"B4GALT7","predicted (intersection) + predicted (union)"
"B9D1","predicted (union)"
"BAALC","predicted (union)"
"BAAT","predicted (union)"
"BACE1","predicted (intersection) + predicted (union)"
"BACE2","predicted (union)"
"BACH2","predicted (intersection) + predicted (union)"
"BAG2","predicted (union)"
"BAG3","predicted (union)"
"BAG5","predicted (intersection) + predicted (union)"
"BAHCC1","predicted (union)"
"BAHD1","predicted (intersection) + predicted (union)"
"BAIAP2","predicted (union)"
"BAIAP2L1","predicted (union)"
"BAK1","predicted (union)"
"BAMBI","predicted (union)"
"BANF1","predicted (union)"
"BARD1","predicted (intersection) + predicted (union)"
"BARHL2","predicted (intersection) + predicted (union)"
"BASP1","predicted (union)"
"BAZ1A","predicted (union)"
"BAZ2A","predicted (intersection) + predicted (union)"
"BAZ2B","predicted (union)"
"BBC3","predicted (union)"
"BBOF1","predicted (intersection) + predicted (union)"
"BBS10","predicted (union)"
"BBS12","predicted (union)"
"BBS7","predicted (intersection) + predicted (union)"
"BBX","predicted (intersection) + predicted (union)"
"BCAP29","predicted (intersection) + predicted (union)"
"BCAS1","predicted (intersection) + predicted (union)"
"BCAS2","predicted (intersection) + predicted (union)"
"BCAS4","predicted (intersection) + predicted (union)"
"BCAT1","predicted (intersection) + predicted (union)"
"BCCIP","predicted (union)"
"BCDIN3D","predicted (union)"
"BCL10","predicted (intersection) + predicted (union)"
"BCL11A","predicted (intersection) + predicted (union)"
"BCL11B","predicted (union)"
"BCL2","predicted (intersection) + predicted (union)"
"BCL2L11","experimental (strong) + experimental (all) + predicted (intersection) + predicted (union)"
"BCL2L13","predicted (intersection) + predicted (union)"
"BCL2L15","predicted (intersection) + predicted (union)"
"BCL2L2","predicted (union)"
"BCL2L2-PABPN1","predicted (union)"
"BCL7A","predicted (union)"
"BCL7B","predicted (union)"
"BCL7C","predicted (intersection) + predicted (union)"
"BCL9L","predicted (intersection) + predicted (union)"
"BCLAF1","predicted (union)"
"BCLAF3","predicted (intersection) + predicted (union)"
"BCO1","predicted (intersection) + predicted (union)"
"BCO2","predicted (union)"
"BDH1","predicted (intersection) + predicted (union)"
"BDH2","predicted (union)"
"BDNF","predicted (union)"
"BECN1","predicted (union)"
"BEGAIN","predicted (union)"
"BEND2","predicted (union)"
"BEND4","predicted (intersection) + predicted (union)"
"BEST1","predicted (intersection) + predicted (union)"
"BEST3","predicted (intersection) + predicted (union)"
"BET1L","predicted (intersection) + predicted (union)"
"BEX3","predicted (intersection) + predicted (union)"
"BFAR","predicted (intersection) + predicted (union)"
"BHLHE22","predicted (union)"
"BHLHE40","predicted (intersection) + predicted (union)"
"BHLHE41","predicted (intersection) + predicted (union)"
"BHMT2","predicted (intersection) + predicted (union)"
"BICC1","predicted (union)"
"BICD1","predicted (intersection) + predicted (union)"
"BICD2","predicted (intersection) + predicted (union)"
"BICRA","predicted (union)"
"BICRAL","predicted (intersection) + predicted (union)"
"BID","predicted (union)"
"BIRC5","predicted (union)"
"BIRC6","predicted (intersection) + predicted (union)"
"BIVM","predicted (union)"
"BLCAP","experimental (all) + predicted (intersection) + predicted (union)"
"BLOC1S4","predicted (union)"
"BLOC1S5","predicted (union)"
"BLOC1S6","predicted (union)"
"BLVRA","predicted (union)"
"BLZF1","predicted (intersection) + predicted (union)"
"BMERB1","experimental (all) + predicted (intersection) + predicted (union)"
"BMF","predicted (union)"
"BMP10","predicted (union)"
"BMP2","predicted (intersection) + predicted (union)"
"BMP2K","predicted (intersection) + predicted (union)"
"BMP3","experimental (all) + predicted (intersection) + predicted (union)"
"BMP6","predicted (intersection) + predicted (union)"
"BMP7","predicted (union)"
"BMP8A","predicted (union)"
"BMP8B","predicted (intersection) + predicted (union)"
"BMPER","predicted (union)"
"BMPR1A","predicted (intersection) + predicted (union)"
"BMPR1B","predicted (intersection) + predicted (union)"
"BMPR2","predicted (intersection) + predicted (union)"
"BMS1","predicted (union)"
"BMT2","predicted (intersection) + predicted (union)"
"BNC1","predicted (intersection) + predicted (union)"
"BNC2","predicted (intersection) + predicted (union)"
"BNIP1","predicted (union)"
"BNIP2","predicted (intersection) + predicted (union)"
"BNIP3","predicted (union)"
"BOC","predicted (union)"
"BOD1L2","predicted (intersection) + predicted (union)"
"BORCS5","predicted (intersection) + predicted (union)"
"BORCS7","predicted (union)"
"BPHL","predicted (union)"
"BPNT1","predicted (union)"
"BPTF","predicted (intersection) + predicted (union)"
"BRCC3","predicted (intersection) + predicted (union)"
"BRD4","predicted (union)"
"BRD7","predicted (union)"
"BRI3BP","predicted (union)"
"BRIP1","predicted (intersection) + predicted (union)"
"BRK1","predicted (intersection) + predicted (union)"
"BRMS1L","predicted (intersection) + predicted (union)"
"BROX","predicted (intersection) + predicted (union)"
"BRPF1","predicted (union)"
"BRWD1","experimental (all) + predicted (intersection) + predicted (union)"
"BRWD3","predicted (intersection) + predicted (union)"
"BSDC1","predicted (intersection) + predicted (union)"
"BSN","predicted (union)"
