"Target","Evidence"
"ANKRD33B","predicted (intersection) + predicted (union)"
"ANKRD34C","predicted (union)"
"ANKRD35","predicted (union)"
"ANKRD39","predicted (intersection) + predicted (union)"
"ANKRD40","predicted (union)"
"ANKRD42","predicted (union)"
"ANKRD44","predicted (union)"
"ANKRD45","predicted (intersection) + predicted (union)"
"ANKRD46","predicted (union)"
"ANKRD49","predicted (intersection) + predicted (union)"
"ANKRD52","predicted (union)"
"ANKRD54","predicted (intersection) + predicted (union)"
"ANKRD6","predicted (intersection) + predicted (union)"
"ANKS1A","predicted (intersection) + predicted (union)"
"ANKS3","predicted (intersection) + predicted (union)"
"ANKS4B","predicted (intersection) + predicted (union)"
"ANO10","predicted (union)"
"ANO3","predicted (union)"
"ANO5","predicted (union)"
"ANO7","predicted (intersection) + predicted (union)"
"ANOS1","predicted (intersection) + predicted (union)"
"ANP32A","predicted (intersection) + predicted (union)"
"ANP32B","predicted (union)"
"ANPEP","predicted (union)"
"ANTXR1","predicted (union)"
"ANTXR2","predicted (union)"
"ANXA5","predicted (intersection) + predicted (union)"
"ANXA7","predicted (union)"
"ANXA9","predicted (union)"
"AOC3","predicted (intersection) + predicted (union)"
"AOPEP","predicted (intersection) + predicted (union)"
"AP1G1","predicted (union)"
"AP1S3","predicted (union)"
"AP2A2","predicted (union)"
"AP3B2","predicted (union)"
"AP3M1","predicted (intersection) + predicted (union)"
"AP3S2","predicted (intersection) + predicted (union)"
"AP4S1","predicted (union)"
"AP5B1","predicted (union)"
"AP5S1","predicted (intersection) + predicted (union)"
"APAF1","predicted (intersection) + predicted (union)"
"APBA1","predicted (union)"
"APBB1","predicted (union)"
"APBB2","predicted (intersection) + predicted (union)"
"APC2","predicted (union)"
"APCDD1L","predicted (union)"
"APEX1","predicted (union)"
"APEX2","predicted (union)"
"APH1B","predicted (intersection) + predicted (union)"
"APMAP","predicted (intersection) + predicted (union)"
"APOB","predicted (intersection) + predicted (union)"
"APOBEC3F","predicted (union)"
"APOL6","predicted (intersection) + predicted (union)"
"APOOL","predicted (union)"
"APPBP2","predicted (union)"
"APPL1","predicted (intersection) + predicted (union)"
"APRT","predicted (union)"
"APTX","predicted (union)"
"AQP1","predicted (intersection) + predicted (union)"
"AQP2","predicted (intersection) + predicted (union)"
"AQP4","predicted (intersection) + predicted (union)"
"AQP6","predicted (union)"
"AQP9","predicted (intersection) + predicted (union)"
"AQR","predicted (intersection) + predicted (union)"
"AR","predicted (intersection) + predicted (union)"
"ARAF","predicted (union)"
"AREL1","predicted (union)"
"ARF1","predicted (union)"
"ARF5","predicted (union)"
"ARF6","predicted (intersection) + predicted (union)"
"ARFGAP1","predicted (union)"
"ARFGAP2","predicted (union)"
"ARFGAP3","predicted (intersection) + predicted (union)"
"ARFGEF1","predicted (intersection) + predicted (union)"
"ARFGEF2","predicted (union)"
"ARFGEF3","predicted (intersection) + predicted (union)"
"ARGFX","predicted (union)"
"ARHGAP18","predicted (union)"
"ARHGAP22","predicted (intersection) + predicted (union)"
"ARHGAP27","predicted (union)"
"ARHGAP28","predicted (intersection) + predicted (union)"
"ARHGAP29","predicted (intersection) + predicted (union)"
"ARHGAP31","predicted (intersection) + predicted (union)"
"ARHGAP32","predicted (intersection) + predicted (union)"
"ARHGAP39","predicted (union)"
"ARHGAP44","predicted (union)"
"ARHGAP45","predicted (union)"
"ARHGAP5","predicted (union)"
"ARHGEF10","predicted (union)"
"ARHGEF12","predicted (union)"
"ARHGEF26","predicted (union)"
"ARHGEF3","predicted (union)"
"ARHGEF35","predicted (union)"
"ARHGEF37","predicted (intersection) + predicted (union)"
"ARHGEF4","predicted (intersection) + predicted (union)"
"ARHGEF40","predicted (intersection) + predicted (union)"
"ARHGEF7","predicted (intersection) + predicted (union)"
"ARID2","predicted (union)"
"ARID3A","predicted (intersection) + predicted (union)"
"ARID3B","predicted (union)"
"ARIH1","predicted (union)"
"ARL10","predicted (intersection) + predicted (union)"
"ARL11","predicted (union)"
"ARL13B","predicted (intersection) + predicted (union)"
"ARL14EPL","predicted (union)"
"ARL17A","predicted (intersection) + predicted (union)"
"ARL17B","predicted (intersection) + predicted (union)"
"ARL2BP","predicted (union)"
"ARL4A","predicted (union)"
"ARL4C","predicted (union)"
"ARL5A","predicted (intersection) + predicted (union)"
"ARL5B","predicted (union)"
"ARL5C","predicted (union)"
"ARL6","predicted (intersection) + predicted (union)"
"ARL6IP1","predicted (union)"
"ARL8A","experimental (all) + predicted (union)"
"ARMC10","predicted (union)"
"ARMC2","predicted (union)"
"ARMC7","predicted (union)"
"ARMC8","predicted (intersection) + predicted (union)"
"ARMCX3","predicted (union)"
"ARMH3","predicted (intersection) + predicted (union)"
"ARMT1","predicted (union)"
"ARNT2","predicted (intersection) + predicted (union)"
"ARNTL2","predicted (intersection) + predicted (union)"
"ARPC5","predicted (intersection) + predicted (union)"
"ARPIN","predicted (intersection) + predicted (union)"
"ARPIN-AP3S2","predicted (intersection) + predicted (union)"
"ARPP19","predicted (intersection) + predicted (union)"
"ARRDC2","predicted (union)"
"ARSB","predicted (intersection) + predicted (union)"
"ARSD","predicted (union)"
"ARSE","predicted (intersection) + predicted (union)"
"ARSH","predicted (union)"
"ARSI","predicted (intersection) + predicted (union)"
"ARSK","predicted (intersection) + predicted (union)"
"ART4","predicted (intersection) + predicted (union)"
"ARX","predicted (union)"
"ASAH1","predicted (union)"
"ASAH2","predicted (intersection) + predicted (union)"
"ASAH2B","predicted (intersection) + predicted (union)"
"ASAP1","predicted (intersection) + predicted (union)"
"ASAP2","predicted (intersection) + predicted (union)"
"ASB1","predicted (intersection) + predicted (union)"
"ASB15","predicted (union)"
"ASB4","predicted (union)"
"ASB6","predicted (intersection) + predicted (union)"
"ASCC1","predicted (intersection) + predicted (union)"
"ASCC3","predicted (union)"
"ASCL1","predicted (union)"
"ASF1B","predicted (union)"
"ASH2L","predicted (union)"
"ASIC2","predicted (union)"
"ASPH","predicted (intersection) + predicted (union)"
"ASRGL1","predicted (union)"
"ASS1","predicted (union)"
"ASTN1","predicted (intersection) + predicted (union)"
"ASTN2","predicted (intersection) + predicted (union)"
"ASXL2","predicted (intersection) + predicted (union)"
"ASXL3","predicted (intersection) + predicted (union)"
"ATAD1","predicted (intersection) + predicted (union)"
"ATAD3A","predicted (union)"
"ATAD3B","predicted (union)"
"ATE1","predicted (union)"
"ATF2","predicted (union)"
"ATF6","predicted (union)"
"ATF7","predicted (intersection) + predicted (union)"
"ATF7IP","predicted (union)"
"ATF7IP2","predicted (union)"
"ATG12","predicted (intersection) + predicted (union)"
"ATG13","predicted (intersection) + predicted (union)"
"ATG16L1","predicted (union)"
"ATG2B","predicted (union)"
"ATG4A","predicted (union)"
"ATG4B","predicted (union)"
"ATG4C","predicted (union)"
"ATG7","predicted (union)"
"ATG9A","experimental (all) + predicted (intersection) + predicted (union)"
"ATIC","predicted (union)"
"ATL3","predicted (intersection) + predicted (union)"
"ATMIN","predicted (intersection) + predicted (union)"
"ATOH8","predicted (intersection) + predicted (union)"
"ATP10B","predicted (intersection) + predicted (union)"
"ATP10D","predicted (intersection) + predicted (union)"
"ATP11A","predicted (union)"
"ATP13A3","experimental (all)"
"ATP1A2","predicted (union)"
"ATP23","predicted (intersection) + predicted (union)"
"ATP2B1","predicted (intersection) + predicted (union)"
"ATP2B4","predicted (union)"
"ATP2C1","predicted (union)"
"ATP4B","predicted (union)"
"ATP5F1A","predicted (union)"
"ATP5F1B","predicted (union)"
"ATP5F1E","predicted (intersection) + predicted (union)"
"ATP5IF1","predicted (intersection) + predicted (union)"
"ATP5MC1","predicted (intersection) + predicted (union)"
"ATP5MF-PTCD1","predicted (intersection) + predicted (union)"
"ATP5PF","predicted (union)"
"ATP6V0B","predicted (union)"
"ATP6V0D1","predicted (intersection) + predicted (union)"
"ATP6V0E1","predicted (union)"
"ATP6V1C2","predicted (intersection) + predicted (union)"
"ATP6V1E1","predicted (intersection) + predicted (union)"
"ATP6V1H","predicted (union)"
"ATP7A","predicted (intersection) + predicted (union)"
"ATP7B","predicted (intersection) + predicted (union)"
"ATP8A1","predicted (union)"
"ATP8A2","predicted (intersection) + predicted (union)"
"ATP8B2","predicted (union)"
"ATP9B","predicted (intersection) + predicted (union)"
"ATR","predicted (union)"
"ATRN","predicted (union)"
"ATRNL1","predicted (intersection) + predicted (union)"
"ATXN1","predicted (intersection) + predicted (union)"
"ATXN10","predicted (union)"
"ATXN1L","predicted (intersection) + predicted (union)"
"ATXN7L1","predicted (union)"
"ATXN7L3","predicted (intersection) + predicted (union)"
"AUTS2","predicted (union)"
"AVL9","experimental (all) + predicted (intersection) + predicted (union)"
"AVPR1B","predicted (union)"
"AZI2","predicted (union)"
"B3GALNT2","predicted (union)"
"B3GALT1","predicted (union)"
"B3GALT2","predicted (intersection) + predicted (union)"
"B3GALT4","predicted (union)"
"B3GALT5","predicted (intersection) + predicted (union)"
"B3GAT1","predicted (union)"
"B3GAT2","predicted (union)"
"B3GLCT","predicted (union)"
"B3GNT2","predicted (intersection) + predicted (union)"
"B3GNT5","predicted (intersection) + predicted (union)"
"B4GALT3","predicted (union)"
"B4GALT4","predicted (union)"
"B4GALT5","predicted (union)"
"B4GALT6","predicted (intersection) + predicted (union)"
"B4GAT1","predicted (intersection) + predicted (union)"
"B9D1","predicted (union)"
"BAAT","predicted (intersection) + predicted (union)"
"BABAM1","predicted (union)"
"BACE1","predicted (union)"
"BACE2","predicted (intersection) + predicted (union)"
"BACH1","predicted (union)"
"BAG2","predicted (intersection) + predicted (union)"
"BAG4","predicted (union)"
"BAG5","predicted (union)"
"BAHCC1","predicted (union)"
"BAHD1","predicted (union)"
"BAIAP2L1","predicted (union)"
"BAK1","predicted (intersection) + predicted (union)"
"BAMBI","predicted (intersection) + predicted (union)"
"BARHL1","predicted (union)"
"BARX2","predicted (union)"
"BAZ2B","predicted (intersection) + predicted (union)"
"BBS10","predicted (intersection) + predicted (union)"
"BBS5","predicted (union)"
"BBX","predicted (union)"
"BCAP29","predicted (intersection) + predicted (union)"
"BCAS1","predicted (union)"
"BCAS3","predicted (union)"
"BCAT1","predicted (intersection) + predicted (union)"
"BCAT2","predicted (union)"
"BCCIP","predicted (intersection) + predicted (union)"
"BCKDK","predicted (intersection) + predicted (union)"
"BCL10","predicted (union)"
"BCL11A","predicted (union)"
"BCL11B","predicted (union)"
"BCL2A1","experimental (all)"
"BCL2L1","predicted (union)"
"BCL2L11","predicted (union)"
"BCL2L2","predicted (intersection) + predicted (union)"
"BCL6B","predicted (union)"
"BCL7B","experimental (all) + predicted (union)"
"BCL7C","predicted (intersection) + predicted (union)"
"BCL9","predicted (union)"
"BCL9L","predicted (intersection) + predicted (union)"
"BCLAF1","experimental (strong) + experimental (all) + predicted (intersection) + predicted (union)"
"BCLAF3","predicted (intersection) + predicted (union)"
"BCO1","predicted (intersection) + predicted (union)"
"BCOR","predicted (union)"
"BCORL1","predicted (intersection) + predicted (union)"
"BCR","predicted (union)"
"BDH1","predicted (union)"
"BDH2","predicted (union)"
"BDNF","predicted (union)"
"BDP1","predicted (union)"
"BEND4","predicted (intersection) + predicted (union)"
"BEND6","predicted (union)"
"BEST3","predicted (union)"
"BEST4","predicted (union)"
"BET1","predicted (intersection) + predicted (union)"
"BGLAP","experimental (all)"
"BGN","predicted (union)"
"BHLHE41","predicted (intersection) + predicted (union)"
"BHMT2","predicted (union)"
"BICC1","predicted (intersection) + predicted (union)"
"BICD1","predicted (intersection) + predicted (union)"
"BICD2","predicted (union)"
"BID","predicted (intersection) + predicted (union)"
"BIN1","predicted (union)"
"BIN2","predicted (union)"
"BIRC5","predicted (union)"
"BIVM","predicted (intersection) + predicted (union)"
"BLOC1S2","predicted (union)"
"BLOC1S3","predicted (union)"
"BLOC1S5","predicted (union)"
"BLVRA","predicted (union)"
"BLZF1","predicted (intersection) + predicted (union)"
"BMF","predicted (intersection) + predicted (union)"
"BMP10","predicted (intersection) + predicted (union)"
"BMP2","predicted (intersection) + predicted (union)"
"BMP2K","predicted (union)"
"BMP3","predicted (intersection) + predicted (union)"
"BMP6","predicted (union)"
"BMP7","predicted (intersection) + predicted (union)"
"BMP8A","predicted (union)"
"BMP8B","predicted (union)"
"BMPER","predicted (union)"
"BMPR1A","predicted (intersection) + predicted (union)"
"BMPR2","predicted (intersection) + predicted (union)"
"BMT2","predicted (union)"
"BNC1","predicted (intersection) + predicted (union)"
"BNC2","predicted (intersection) + predicted (union)"
"BNIP2","predicted (union)"
"BNIP3","predicted (union)"
"BOD1","predicted (intersection) + predicted (union)"
"BOD1L2","predicted (intersection) + predicted (union)"
"BOLL","predicted (union)"
"BORCS5","predicted (intersection) + predicted (union)"
"BORCS8","predicted (union)"
"BPGM","predicted (union)"
"BPNT1","predicted (union)"
"BPY2","predicted (union)"
"BPY2B","predicted (union)"
"BPY2C","predicted (union)"
"BRAP","predicted (intersection) + predicted (union)"
"BRCA1","experimental (strong) + experimental (all) + predicted (intersection) + predicted (union)"
"BRCA2","experimental (strong) + experimental (all)"
"BRCC3","predicted (intersection) + predicted (union)"
"BRD3","predicted (intersection) + predicted (union)"
"BRD4","predicted (intersection) + predicted (union)"
"BRI3BP","predicted (union)"
"BRIP1","predicted (intersection) + predicted (union)"
"BRIX1","predicted (intersection) + predicted (union)"
"BRK1","predicted (intersection) + predicted (union)"
"BRMS1","predicted (union)"
"BRMS1L","predicted (intersection) + predicted (union)"
"BROX","predicted (union)"
"BRPF3","predicted (union)"
"BRSK2","predicted (union)"
"BRWD1","experimental (all) + predicted (union)"
"BRWD3","predicted (intersection) + predicted (union)"
"BSDC1","predicted (intersection) + predicted (union)"
"BSG","predicted (intersection) + predicted (union)"
"BTBD11","predicted (intersection) + predicted (union)"
"BTBD19","predicted (intersection) + predicted (union)"
"BTBD2","predicted (union)"
"BTBD7","predicted (union)"
"BTBD9","predicted (union)"
"BTD","predicted (union)"
"BTF3","predicted (intersection) + predicted (union)"
"BTF3L4","predicted (intersection) + predicted (union)"
"BTG2","predicted (intersection) + predicted (union)"
"BTLA","predicted (intersection) + predicted (union)"
"BTN1A1","predicted (union)"
"BTN2A2","experimental (all) + predicted (intersection) + predicted (union)"
"BTN3A1","predicted (union)"
"BTRC","predicted (union)"
"BUB1","predicted (union)"
"BUB1B","predicted (union)"
"BUD23","predicted (intersection) + predicted (union)"
"BVES","predicted (union)"
"BZW1","predicted (intersection) + predicted (union)"
"C10orf71","predicted (union)"
"C10orf88","predicted (union)"
"C10orf90","predicted (union)"
"C11orf1","predicted (union)"
"C11orf45","predicted (union)"
"C11orf54","predicted (intersection) + predicted (union)"
"C11orf58","predicted (union)"
"C11orf74","predicted (intersection) + predicted (union)"
"C11orf87","predicted (intersection) + predicted (union)"
"C11orf98","predicted (union)"
"C12orf4","predicted (intersection) + predicted (union)"
"C12orf49","predicted (union)"
"C12orf56","predicted (intersection) + predicted (union)"
"C12orf60","predicted (intersection) + predicted (union)"
"C14orf119","predicted (union)"
"C14orf132","predicted (union)"
"C15orf40","predicted (union)"
"C16orf54","predicted (union)"
"C16orf70","predicted (union)"
"C16orf72","predicted (intersection) + predicted (union)"
"C16orf87","predicted (union)"
"C17orf107","predicted (union)"
"C17orf75","predicted (intersection) + predicted (union)"
"C18orf21","predicted (intersection) + predicted (union)"
"C18orf63","predicted (union)"
"C19orf24","predicted (intersection) + predicted (union)"
"C19orf67","predicted (union)"
"C19orf73","predicted (union)"
"C1D","predicted (union)"
"C1GALT1","predicted (union)"
"C1orf131","predicted (union)"
"C1orf198","predicted (union)"
"C1orf21","experimental (all) + predicted (intersection) + predicted (union)"
"C1orf210","predicted (intersection) + predicted (union)"
"C1orf226","predicted (union)"
"C1orf35","predicted (union)"
"C1orf43","predicted (intersection) + predicted (union)"
"C1QBP","predicted (union)"
"C1QC","predicted (union)"
"C1QL3","predicted (union)"
"C1QL4","predicted (union)"
"C1QTNF6","predicted (union)"
"C1QTNF8","predicted (union)"
"C1RL","predicted (union)"
"C20orf144","predicted (union)"
"C20orf194","predicted (union)"
"C21orf91","predicted (intersection) + predicted (union)"
"C22orf23","predicted (union)"
"C2CD2","predicted (union)"
"C2CD2L","predicted (intersection) + predicted (union)"
"C2CD4C","predicted (union)"
"C2CD5","predicted (union)"
"C2CD6","predicted (union)"
"C2orf42","predicted (union)"
"C2orf50","predicted (union)"
"C2orf68","predicted (intersection) + predicted (union)"
"C2orf73","predicted (intersection) + predicted (union)"
"C2orf80","predicted (union)"
"C3","predicted (union)"
"C3AR1","predicted (union)"
"C3orf18","predicted (union)"
"C3orf38","predicted (intersection) + predicted (union)"
"C3orf52","predicted (union)"
"C3orf67","predicted (intersection) + predicted (union)"
"C3orf70","predicted (intersection) + predicted (union)"
"C3orf80","predicted (union)"
"C4orf3","predicted (intersection) + predicted (union)"
"C4orf33","predicted (intersection) + predicted (union)"
"C4orf36","predicted (intersection) + predicted (union)"
"C4orf50","predicted (union)"
"C4orf54","predicted (intersection) + predicted (union)"
"C5orf46","predicted (intersection) + predicted (union)"
"C5orf63","predicted (intersection) + predicted (union)"
"C5orf64","predicted (union)"
"C6","predicted (intersection) + predicted (union)"
"C6orf120","predicted (union)"
"C6orf141","predicted (union)"
"C6orf203","predicted (intersection) + predicted (union)"
"C6orf62","predicted (intersection) + predicted (union)"
"C7","predicted (union)"
"C7orf25","predicted (intersection) + predicted (union)"
"C7orf26","predicted (union)"
"C7orf31","predicted (union)"
"C7orf57","predicted (intersection) + predicted (union)"
"C8A","predicted (union)"
"C8orf33","predicted (union)"
"C8orf37","predicted (union)"
"C8orf86","predicted (union)"
"C8orf88","predicted (intersection) + predicted (union)"
"C9orf135","predicted (union)"
"C9orf152","predicted (union)"
"C9orf64","predicted (union)"
"C9orf72","predicted (intersection) + predicted (union)"
"CA10","predicted (union)"
"CA12","predicted (union)"
"CA5B","predicted (union)"
"CAB39L","predicted (intersection) + predicted (union)"
"CACNA1A","predicted (union)"
"CACNA1C","predicted (intersection) + predicted (union)"
"CACNA1H","predicted (union)"
"CACNA2D1","predicted (union)"
"CACNA2D3","predicted (union)"
"CACNA2D4","predicted (union)"
"CACNB4","predicted (intersection) + predicted (union)"
"CACNG2","predicted (intersection) + predicted (union)"
"CACNG6","predicted (union)"
"CACNG7","predicted (union)"
"CACTIN","predicted (union)"
