"Target","Evidence"
"ADGRD2","predicted (union)"
"ADGRE2","predicted (union)"
"ADGRF1","predicted (union)"
"ADGRF5","predicted (intersection) + predicted (union)"
"ADGRG3","predicted (union)"
"ADGRG7","predicted (union)"
"ADGRL1","predicted (union)"
"ADGRL2","predicted (union)"
"ADGRL3","predicted (intersection) + predicted (union)"
"ADH1B","predicted (intersection) + predicted (union)"
"ADH4","predicted (union)"
"ADH5","predicted (union)"
"ADI1","predicted (union)"
"ADIPOR2","predicted (intersection) + predicted (union)"
"ADM2","predicted (union)"
"ADNP","predicted (union)"
"ADRB1","predicted (union)"
"ADSS","predicted (union)"
"AEBP2","predicted (union)"
"AEN","predicted (union)"
"AFAP1L1","predicted (union)"
"AFAP1L2","predicted (union)"
"AFDN","predicted (union)"
"AFF1","predicted (union)"
"AFF2","predicted (union)"
"AFF3","predicted (union)"
"AFM","predicted (union)"
"AGAP1","predicted (union)"
"AGBL4","predicted (union)"
"AGBL5","predicted (union)"
"AGFG1","predicted (union)"
"AGFG2","predicted (union)"
"AGGF1","predicted (union)"
"AGMAT","predicted (union)"
"AGMO","predicted (union)"
"AGO1","predicted (union)"
"AGO3","predicted (intersection) + predicted (union)"
"AGO4","predicted (intersection) + predicted (union)"
"AGPAT3","predicted (union)"
"AGPAT4","predicted (union)"
"AGPAT5","predicted (union)"
"AGPS","predicted (union)"
"AGT","predicted (union)"
"AGTPBP1","predicted (intersection) + predicted (union)"
"AGTRAP","predicted (union)"
"AGXT2","predicted (union)"
"AHCTF1","predicted (union)"
"AHCYL1","predicted (union)"
"AHDC1","predicted (union)"
"AHR","predicted (union)"
"AICDA","predicted (union)"
"AIDA","predicted (union)"
"AIFM1","predicted (intersection) + predicted (union)"
"AIFM2","predicted (union)"
"AIG1","predicted (union)"
"AJAP1","predicted (union)"
"AK2","predicted (union)"
"AK4","predicted (union)"
"AK5","predicted (union)"
"AKAP1","predicted (union)"
"AKAP10","predicted (union)"
"AKAP11","predicted (union)"
"AKAP12","predicted (union)"
"AKAP13","predicted (union)"
"AKAP2","predicted (union)"
"AKAP5","predicted (union)"
"AKAP6","predicted (union)"
"AKAP7","predicted (union)"
"AKIRIN1","predicted (union)"
"AKR1B10","predicted (union)"
"AKR1C1","predicted (union)"
"AKR1E2","predicted (union)"
"AKR7A2","predicted (union)"
"AKTIP","predicted (union)"
"ALCAM","predicted (union)"
"ALDH1A2","predicted (union)"
"ALDH1B1","predicted (union)"
"ALDH1L2","predicted (union)"
"ALDH3A2","predicted (union)"
"ALDH5A1","predicted (union)"
"ALDH7A1","predicted (union)"
"ALDH8A1","predicted (union)"
"ALG10","predicted (union)"
"ALG10B","predicted (union)"
"ALG11","predicted (union)"
"ALG13","predicted (intersection) + predicted (union)"
"ALG14","predicted (union)"
"ALG9","predicted (union)"
"ALKBH8","predicted (union)"
"ALOX12-AS1","predicted (union)"
"ALOX5AP","predicted (union)"
"ALPK3","predicted (union)"
"ALS2","predicted (intersection) + predicted (union)"
"ALX1","predicted (union)"
"ALX3","predicted (union)"
"AMACR","predicted (union)"
"AMBRA1","predicted (union)"
"AMER2","predicted (union)"
"AMFR","predicted (union)"
"AMMECR1","predicted (union)"
"AMN","predicted (intersection) + predicted (union)"
"AMOT","predicted (union)"
"ANAPC10","predicted (union)"
"ANGEL1","predicted (union)"
"ANGEL2","predicted (union)"
"ANGPTL1","predicted (union)"
"ANGPTL2","predicted (union)"
"ANGPTL3","predicted (union)"
"ANK2","predicted (union)"
"ANKEF1","predicted (union)"
"ANKFY1","predicted (union)"
"ANKHD1","predicted (union)"
"ANKMY2","predicted (union)"
"ANKRD10","predicted (intersection) + predicted (union)"
"ANKRD12","predicted (union)"
"ANKRD13B","predicted (union)"
"ANKRD13C","predicted (union)"
"ANKRD17","predicted (union)"
"ANKRD18A","predicted (union)"
"ANKRD18B","predicted (union)"
"ANKRD23","predicted (union)"
"ANKRD28","predicted (union)"
"ANKRD29","predicted (intersection) + predicted (union)"
"ANKRD30BL","predicted (union)"
"ANKRD34B","predicted (union)"
"ANKRD34C","predicted (union)"
"ANKRD40","predicted (union)"
"ANKRD44","predicted (union)"
"ANKRD46","predicted (union)"
"ANKRD49","predicted (union)"
"ANKRD50","predicted (union)"
"ANKRD52","predicted (union)"
"ANKRD6","predicted (union)"
"ANKRD63","predicted (intersection) + predicted (union)"
"ANKS4B","predicted (intersection) + predicted (union)"
"ANLN","predicted (union)"
"ANOS1","predicted (union)"
"ANP32E","predicted (union)"
"ANTXR1","predicted (union)"
"ANTXR2","predicted (intersection) + predicted (union)"
"ANXA11","predicted (union)"
"ANXA3","predicted (union)"
"AOPEP","predicted (union)"
"AP1AR","predicted (union)"
"AP1S1","predicted (union)"
"AP1S3","predicted (union)"
"AP3B1","predicted (union)"
"AP3M1","predicted (union)"
"AP4S1","predicted (union)"
"AP5B1","predicted (intersection) + predicted (union)"
"AP5M1","predicted (union)"
"APAF1","predicted (union)"
"APBA2","predicted (union)"
"APBB2","predicted (intersection) + predicted (union)"
"APCDD1L","predicted (union)"
"APEX1","predicted (union)"
"APH1B","predicted (union)"
"API5","predicted (union)"
"APLF","predicted (union)"
"APLP2","predicted (union)"
"APOB","predicted (intersection) + predicted (union)"
"APOBEC1","predicted (union)"
"APOBEC2","predicted (union)"
"APOL3","predicted (union)"
"APOL4","predicted (union)"
"APOL6","predicted (intersection) + predicted (union)"
"APOLD1","predicted (intersection) + predicted (union)"
"APOOL","predicted (union)"
"APP","predicted (union)"
"APPBP2","predicted (union)"
"APPL2","predicted (union)"
"APTX","predicted (union)"
"AQP10","predicted (union)"
"AQP4","predicted (intersection) + predicted (union)"
"AQP6","predicted (union)"
"AQR","predicted (union)"
"AR","predicted (intersection) + predicted (union)"
"ARAP2","predicted (intersection) + predicted (union)"
"ARAP3","predicted (union)"
"AREL1","predicted (union)"
"ARF6","predicted (union)"
"ARFGAP3","predicted (union)"
"ARFGEF1","predicted (union)"
"ARFGEF2","predicted (union)"
"ARFGEF3","predicted (union)"
"ARGFX","predicted (union)"
"ARGLU1","predicted (union)"
"ARHGAP11A","predicted (union)"
"ARHGAP12","predicted (union)"
"ARHGAP19","predicted (union)"
"ARHGAP24","predicted (union)"
"ARHGAP25","predicted (union)"
"ARHGAP29","predicted (union)"
"ARHGAP31","predicted (union)"
"ARHGAP32","predicted (union)"
"ARHGAP40","predicted (union)"
"ARHGAP5","predicted (union)"
"ARHGDIA","predicted (union)"
"ARHGDIB","predicted (union)"
"ARHGEF12","predicted (union)"
"ARHGEF15","predicted (union)"
"ARHGEF26","predicted (union)"
"ARHGEF37","predicted (union)"
"ARHGEF38","predicted (union)"
"ARHGEF39","predicted (union)"
"ARHGEF5","predicted (intersection) + predicted (union)"
"ARHGEF6","predicted (union)"
"ARHGEF7","predicted (union)"
"ARHGEF9","predicted (union)"
"ARID2","predicted (union)"
"ARID4B","predicted (union)"
"ARID5B","predicted (intersection) + predicted (union)"
"ARIH1","predicted (union)"
"ARIH2","predicted (union)"
"ARL1","predicted (union)"
"ARL10","predicted (union)"
"ARL14","predicted (union)"
"ARL14EP","predicted (union)"
"ARL14EPL","predicted (union)"
"ARL17A","predicted (union)"
"ARL17B","predicted (union)"
"ARL3","predicted (union)"
"ARL4A","predicted (union)"
"ARL4C","predicted (intersection) + predicted (union)"
"ARL5A","predicted (union)"
"ARL5B","predicted (union)"
"ARL6IP1","predicted (union)"
"ARMC10","predicted (intersection) + predicted (union)"
"ARMC2","predicted (union)"
"ARMC8","predicted (union)"
"ARMH4","predicted (union)"
"ARNT2","predicted (union)"
"ARNTL2","predicted (union)"
"ARPC4-TTLL3","predicted (union)"
"ARPIN","predicted (union)"
"ARPP21","predicted (union)"
"ARRB1","predicted (union)"
"ARRDC2","predicted (union)"
"ARRDC3","predicted (union)"
"ARSB","predicted (union)"
"ARSE","predicted (union)"
"ARSJ","predicted (union)"
"ART4","predicted (union)"
"AS3MT","predicted (union)"
"ASAH2","predicted (intersection) + predicted (union)"
"ASAH2B","predicted (intersection) + predicted (union)"
"ASAP2","predicted (union)"
"ASB1","predicted (union)"
"ASB13","predicted (union)"
"ASB14","predicted (union)"
"ASB4","predicted (union)"
"ASB8","predicted (union)"
"ASCC3","predicted (union)"
"ASCL1","predicted (union)"
"ASCL4","predicted (union)"
"ASF1A","predicted (union)"
"ASH2L","predicted (union)"
"ASNS","predicted (union)"
"ASPA","predicted (union)"
"ASPH","predicted (intersection) + predicted (union)"
"ASTN1","predicted (union)"
"ASTN2","predicted (union)"
"ASXL1","predicted (union)"
"ASXL2","predicted (union)"
"ASXL3","predicted (union)"
"ATAD1","predicted (union)"
"ATAD2","predicted (union)"
"ATAD2B","predicted (union)"
"ATE1","predicted (union)"
"ATF2","predicted (union)"
"ATF6","predicted (union)"
"ATF7","predicted (intersection) + predicted (union)"
"ATF7IP2","predicted (union)"
"ATG10","predicted (union)"
"ATG14","predicted (union)"
"ATG2B","predicted (union)"
"ATG4A","predicted (union)"
"ATG7","predicted (intersection) + predicted (union)"
"ATIC","predicted (union)"
"ATL3","predicted (union)"
"ATM","predicted (union)"
"ATOH8","predicted (union)"
"ATP10A","predicted (union)"
"ATP10B","predicted (union)"
"ATP10D","predicted (union)"
"ATP11A","predicted (intersection) + predicted (union)"
"ATP11C","predicted (union)"
"ATP1A2","predicted (union)"
"ATP1B4","predicted (union)"
"ATP23","predicted (union)"
"ATP2B1","predicted (union)"
"ATP2B3","predicted (union)"
"ATP5F1A","predicted (union)"
"ATP5F1C","predicted (union)"
"ATP5IF1","predicted (union)"
"ATP5MC1","predicted (union)"
"ATP5MC3","predicted (union)"
"ATP5MF-PTCD1","predicted (union)"
"ATP5PB","predicted (union)"
"ATP6V0A2","predicted (intersection) + predicted (union)"
"ATP6V0C","predicted (union)"
"ATP6V0E1","predicted (union)"
"ATP6V1G3","predicted (union)"
"ATP6V1H","predicted (union)"
"ATP7A","predicted (union)"
"ATP7B","predicted (union)"
"ATP8A1","predicted (union)"
"ATP8A2","predicted (union)"
"ATR","predicted (union)"
"ATRN","predicted (union)"
"ATXN1","predicted (union)"
"ATXN1L","predicted (union)"
"ATXN7","predicted (union)"
"ATXN7L1","predicted (union)"
"ATXN7L3","predicted (union)"
"AUTS2","predicted (union)"
"AVL9","predicted (union)"
"AVP","predicted (union)"
"AVPI1","predicted (union)"
"AVPR1A","predicted (union)"
"AXDND1","predicted (union)"
"AZI2","predicted (union)"
"AZIN1","predicted (union)"
"B3GALNT1","predicted (union)"
"B3GALNT2","predicted (union)"
"B3GALT1","predicted (union)"
"B3GALT2","predicted (union)"
"B3GALT5","predicted (intersection) + predicted (union)"
"B3GALT5-AS1","predicted (union)"
"B3GALT6","predicted (union)"
"B3GAT1","predicted (union)"
"B3GAT2","predicted (union)"
"B3GLCT","predicted (union)"
"B3GNT4","predicted (union)"
"B3GNT5","predicted (union)"
"B3GNT7","predicted (union)"
"B4GALT5","predicted (union)"
"BAALC","predicted (union)"
"BACE1","predicted (union)"
"BACE2","predicted (union)"
"BACH1","predicted (union)"
"BACH2","predicted (union)"
"BAG2","predicted (union)"
"BAG5","predicted (union)"
"BAHCC1","predicted (intersection) + predicted (union)"
"BAIAP2","predicted (union)"
"BAK1","predicted (union)"
"BAMBI","predicted (union)"
"BARD1","predicted (union)"
"BAZ2A","predicted (union)"
"BBIP1","predicted (union)"
"BBOF1","predicted (union)"
"BBS10","predicted (union)"
"BBS4","predicted (union)"
"BBS7","predicted (union)"
"BBX","predicted (union)"
"BCAP29","predicted (union)"
"BCAS2","predicted (union)"
"BCAT1","predicted (union)"
"BCDIN3D","predicted (union)"
"BCKDK","predicted (union)"
"BCL10","predicted (union)"
"BCL11A","predicted (union)"
"BCL11B","predicted (union)"
"BCL2","predicted (union)"
"BCL2L1","predicted (union)"
"BCL2L10","predicted (union)"
"BCL2L11","predicted (union)"
"BCL2L13","predicted (union)"
"BCL2L15","predicted (union)"
"BCL6","predicted (union)"
"BCL7C","predicted (union)"
"BCLAF1","predicted (union)"
"BCLAF3","predicted (union)"
"BCO2","predicted (union)"
"BCORL1","predicted (intersection) + predicted (union)"
"BDH1","predicted (union)"
"BDH2","predicted (union)"
"BDNF","predicted (union)"
"BEND3","predicted (union)"
"BEND4","predicted (union)"
"BEND6","predicted (intersection) + predicted (union)"
"BEST1","predicted (intersection) + predicted (union)"
"BET1L","predicted (intersection) + predicted (union)"
"BEX3","predicted (union)"
"BFAR","predicted (union)"
"BHLHE22","predicted (union)"
"BHLHE41","predicted (union)"
"BHMT","predicted (union)"
"BICC1","predicted (union)"
"BID","predicted (intersection) + predicted (union)"
"BIN2","predicted (union)"
"BIRC3","predicted (union)"
"BIVM","predicted (union)"
"BLMH","predicted (union)"
"BLOC1S6","predicted (union)"
"BLVRA","predicted (union)"
"BMF","predicted (union)"
"BMP2K","predicted (union)"
"BMP3","predicted (union)"
"BMP7","predicted (union)"
"BMP8A","predicted (union)"
"BMP8B","predicted (union)"
"BMPER","predicted (union)"
"BMPR1A","predicted (union)"
"BMPR1B","predicted (union)"
"BMPR2","predicted (union)"
"BMS1","predicted (union)"
"BMT2","predicted (union)"
"BNC1","predicted (union)"
"BNC2","predicted (union)"
"BOD1","predicted (union)"
"BOD1L2","predicted (union)"
"BOLL","predicted (union)"
"BORCS5","predicted (union)"
"BORCS7","predicted (union)"
"BPHL","predicted (union)"
"BPTF","predicted (union)"
"BPY2","predicted (union)"
"BPY2B","predicted (union)"
"BPY2C","predicted (union)"
"BRAP","predicted (union)"
"BRCC3","predicted (union)"
"BRD7","predicted (union)"
"BRI3BP","predicted (union)"
"BRINP1","predicted (union)"
"BRIP1","predicted (intersection) + predicted (union)"
"BRIX1","predicted (union)"
"BRMS1L","predicted (union)"
"BROX","predicted (union)"
"BRSK2","predicted (union)"
"BRWD1","predicted (union)"
"BRWD3","predicted (union)"
"BSDC1","predicted (union)"
"BTBD1","predicted (union)"
"BTBD7","predicted (intersection) + predicted (union)"
"BTBD9","predicted (union)"
"BTD","predicted (union)"
"BTF3L4","predicted (union)"
"BTLA","predicted (union)"
"BTN3A2","predicted (union)"
"BTNL3","predicted (union)"
"BTRC","predicted (union)"
"BVES","predicted (union)"
"BZW1","predicted (union)"
"C10orf67","predicted (union)"
"C10orf90","predicted (union)"
"C11orf54","predicted (union)"
"C11orf58","predicted (intersection) + predicted (union)"
"C11orf74","predicted (union)"
"C11orf87","predicted (union)"
"C11orf91","predicted (union)"
"C12orf29","predicted (union)"
"C12orf42","predicted (union)"
"C12orf60","predicted (union)"
"C12orf65","predicted (union)"
"C12orf74","predicted (union)"
"C12orf75","predicted (union)"
"C14orf119","predicted (union)"
"C14orf180","predicted (union)"
"C14orf39","predicted (union)"
"C15orf40","predicted (union)"
"C15orf41","predicted (union)"
"C15orf61","predicted (union)"
"C16orf46","predicted (union)"
"C17orf107","predicted (union)"
"C17orf67","predicted (union)"
"C18orf54","predicted (intersection) + predicted (union)"
"C19orf12","predicted (union)"
"C19orf24","predicted (union)"
"C19orf44","predicted (union)"
"C19orf73","predicted (union)"
"C19orf84","predicted (union)"
"C1D","predicted (union)"
"C1GALT1","predicted (intersection) + predicted (union)"
"C1orf100","predicted (union)"
"C1orf109","predicted (union)"
"C1orf116","predicted (union)"
"C1orf122","predicted (union)"
"C1orf127","predicted (union)"
"C1orf131","predicted (union)"
"C1orf141","predicted (union)"
"C1orf162","predicted (intersection) + predicted (union)"
"C1orf226","predicted (union)"
"C1orf50","predicted (union)"
"C1orf52","predicted (union)"
"C1orf56","predicted (union)"
"C1QBP","predicted (union)"
"C1QTNF2","predicted (union)"
"C1QTNF7","predicted (union)"
"C1QTNF8","predicted (union)"
"C20orf194","predicted (intersection) + predicted (union)"
"C21orf91","predicted (intersection) + predicted (union)"
"C2CD3","predicted (union)"
"C2CD4A","predicted (union)"
"C2orf49","predicted (union)"
"C2orf69","predicted (intersection) + predicted (union)"
"C2orf72","predicted (union)"
"C2orf88","predicted (union)"
"C3","predicted (union)"
"C3orf14","predicted (union)"
"C3orf38","predicted (union)"
"C3orf62","predicted (intersection) + predicted (union)"
"C3orf67","predicted (intersection) + predicted (union)"
"C3orf70","predicted (union)"
"C4orf19","predicted (union)"
"C4orf3","predicted (union)"
"C4orf33","predicted (union)"
"C4orf54","predicted (union)"
"C5orf22","predicted (union)"
"C5orf24","predicted (union)"
"C5orf52","predicted (union)"
"C5orf63","predicted (union)"
"C6","predicted (intersection) + predicted (union)"
"C6orf132","predicted (union)"
"C6orf141","predicted (union)"
"C6orf89","predicted (union)"
"C7","predicted (union)"
"C7orf25","predicted (union)"
"C8A","predicted (intersection) + predicted (union)"
"C8orf31","predicted (union)"
"C8orf44-SGK3","predicted (union)"
"C8orf86","predicted (union)"
"C8orf88","predicted (union)"
"C9orf152","predicted (union)"
"C9orf153","predicted (union)"
"C9orf40","predicted (union)"
"C9orf72","predicted (union)"
"C9orf78","predicted (union)"
"C9orf85","predicted (union)"
"CA12","predicted (union)"
"CA13","predicted (union)"
"CA14","predicted (union)"
"CA5B","predicted (union)"
"CA8","predicted (union)"
"CAAP1","predicted (union)"
"CAB39","predicted (union)"
"CABLES2","predicted (union)"
"CABP4","predicted (union)"
"CACNA1B","predicted (intersection) + predicted (union)"
"CACNA1C","predicted (intersection) + predicted (union)"
"CACNA2D1","predicted (union)"
"CACNB2","predicted (union)"
"CACNB4","predicted (union)"
"CACNG2","predicted (union)"
"CACNG4","predicted (intersection) + predicted (union)"
"CACNG8","predicted (union)"
"CAD","predicted (union)"
"CADM1","predicted (intersection) + predicted (union)"
"CADM2","predicted (union)"
"CADM3","predicted (union)"
"CADM4","predicted (union)"
"CALB1","predicted (union)"
"CALCOCO1","predicted (union)"
"CALCOCO2","predicted (union)"
"CALCRL","predicted (union)"
"CALM1","predicted (union)"
"CALML4","predicted (union)"
"CALN1","predicted (intersection) + predicted (union)"
"CALU","predicted (union)"
"CAMK2D","predicted (union)"
"CAMK2N1","predicted (union)"
"CAMK4","predicted (union)"
"CAMKK2","predicted (union)"
"CAMKMT","predicted (union)"
"CAMSAP1","predicted (union)"
"CAMSAP2","predicted (union)"
"CAMTA1","predicted (union)"
"CAND1","predicted (union)"
"CAPN7","predicted (union)"
"CAPRIN1","predicted (union)"
"CAPRIN2","predicted (union)"
"CARD16","predicted (union)"
"CARD8","predicted (union)"
"CARF","predicted (union)"
"CARNMT1","predicted (union)"
"CASD1","predicted (union)"
"CASK","predicted (union)"
"CASP10","predicted (union)"
"CASP14","predicted (union)"
"CASP16P","predicted (union)"
"CASP7","predicted (union)"
"CASQ2","predicted (union)"
"CAST","predicted (union)"
"CASZ1","predicted (union)"
"CATSPER2","predicted (intersection) + predicted (union)"
"CATSPERB","predicted (union)"
"CAV3","predicted (union)"
"CAVIN2","predicted (union)"
"CAVIN4","predicted (union)"
"CBARP","predicted (intersection) + predicted (union)"
"CBL","predicted (union)"
"CBLB","predicted (union)"
"CBLL2","predicted (intersection) + predicted (union)"
"CBR1","predicted (intersection) + predicted (union)"
"CBR4","predicted (union)"
"CBS","predicted (union)"
"CBWD5","predicted (union)"
"CBX2","predicted (union)"
"CBX3","predicted (union)"
"CBX5","predicted (union)"
"CCDC112","predicted (union)"
"CCDC115","predicted (union)"
"CCDC117","predicted (intersection) + predicted (union)"
"CCDC127","predicted (union)"
"CCDC134","predicted (union)"
"CCDC141","predicted (union)"
"CCDC152","predicted (union)"
"CCDC157","predicted (union)"
"CCDC169-SOHLH2","predicted (union)"
"CCDC170","predicted (union)"
"CCDC171","predicted (union)"
"CCDC181","predicted (union)"
"CCDC184","predicted (union)"
"CCDC186","predicted (union)"
"CCDC190","predicted (intersection) + predicted (union)"
"CCDC25","predicted (union)"
"CCDC28B","predicted (union)"
"CCDC30","predicted (union)"
"CCDC32","predicted (union)"
"CCDC33","predicted (union)"
"CCDC40","predicted (union)"
"CCDC50","predicted (intersection) + predicted (union)"
"CCDC58","predicted (union)"
"CCDC6","predicted (intersection) + predicted (union)"
"CCDC68","predicted (union)"
"CCDC69","predicted (union)"
"CCDC7","predicted (union)"
"CCDC71L","predicted (intersection) + predicted (union)"
"CCDC73","predicted (union)"
"CCDC74A","predicted (union)"
"CCDC77","predicted (union)"
"CCDC80","predicted (union)"
"CCDC88A","predicted (union)"
"CCDC88C","predicted (union)"
"CCDC90B","predicted (union)"
"CCL28","predicted (union)"
"CCN1","predicted (union)"
"CCN2","predicted (union)"
"CCN4","predicted (union)"
"CCNB1","predicted (union)"
"CCND2","predicted (union)"
"CCNDBP1","predicted (union)"
"CCNI","predicted (intersection) + predicted (union)"
"CCNY","predicted (union)"
"CCPG1","predicted (union)"
"CCR2","predicted (union)"
"CCR4","predicted (union)"
"CCSER1","predicted (intersection) + predicted (union)"
"CCT2","predicted (union)"
"CCT8L2","predicted (union)"
"CD163L1","predicted (union)"
"CD1C","predicted (union)"
"CD200","predicted (union)"
"CD200R1","predicted (union)"
"CD226","predicted (union)"
"CD274","predicted (union)"
"CD28","predicted (union)"
"CD2AP","predicted (union)"
"CD300E","predicted (union)"
"CD300LB","predicted (union)"
"CD34","predicted (union)"
"CD36","predicted (union)"
"CD38","predicted (union)"
"CD3D","predicted (union)"
"CD40","predicted (union)"
"CD46","predicted (union)"
"CD55","predicted (intersection) + predicted (union)"
"CD58","predicted (union)"
"CD6","predicted (union)"
"CD68","predicted (union)"
"CD84","predicted (union)"
"CD93","predicted (union)"
"CDC14B","predicted (union)"
"CDC23","predicted (union)"
"CDC27","predicted (union)"
"CDC37L1","predicted (union)"
"CDC42BPB","predicted (union)"
"CDC42BPG","predicted (union)"
"CDC42SE2","predicted (union)"
"CDC5L","predicted (union)"
"CDC73","predicted (union)"
"CDCA7L","predicted (union)"
"CDCP1","predicted (union)"
"CDH1","predicted (union)"
"CDH12","predicted (union)"
"CDH18","predicted (union)"
"CDH2","predicted (union)"
"CDH20","predicted (intersection) + predicted (union)"
"CDH23","predicted (union)"
"CDH6","predicted (union)"
"CDH7","predicted (union)"
"CDK13","predicted (union)"
"CDK14","predicted (union)"
"CDK15","predicted (union)"
"CDK19","predicted (union)"
"CDK2","predicted (union)"
"CDK5R1","predicted (union)"
"CDK6","predicted (union)"
"CDKL2","predicted (union)"
"CDKN1A","predicted (union)"
"CDKN2AIP","predicted (intersection) + predicted (union)"
"CDKN2B","predicted (union)"
"CDON","predicted (union)"
"CDR1","predicted (union)"
"CDR2","predicted (union)"
"CDS1","predicted (union)"
"CDS2","predicted (union)"
"CDX2","predicted (union)"
"CDYL2","predicted (union)"
"CEACAM5","predicted (union)"
"CEACAM8","predicted (union)"
"CEBPD","predicted (union)"
"CEBPG","predicted (union)"
"CEBPZOS","predicted (union)"
"CELF1","predicted (union)"
"CELF4","predicted (union)"
"CEMIP","predicted (union)"
"CENPA","predicted (intersection) + predicted (union)"
"CENPF","predicted (union)"
"CENPL","predicted (union)"
"CENPM","predicted (union)"
"CENPO","predicted (intersection) + predicted (union)"
"CENPP","predicted (union)"
"CENPU","predicted (union)"
"CEP104","predicted (union)"
"CEP128","predicted (union)"
"CEP135","predicted (union)"
"CEP152","predicted (union)"
"CEP19","predicted (union)"
"CEP41","predicted (union)"
"CEP57","predicted (union)"
"CEP57L1","predicted (intersection) + predicted (union)"
"CEP63","predicted (union)"
"CEP68","predicted (union)"
"CEP70","predicted (union)"
"CEP72","predicted (union)"
"CEP76","predicted (union)"
"CEP78","predicted (intersection) + predicted (union)"
"CEP85L","predicted (intersection) + predicted (union)"
"CEPT1","predicted (union)"
"CERK","predicted (union)"
"CERKL","predicted (union)"
"CERS3","predicted (union)"
"CERS5","predicted (union)"
"CERS6","predicted (union)"
"CETN3","predicted (union)"
"CFAP20","predicted (union)"
"CFAP206","predicted (union)"
"CFAP299","predicted (union)"
"CFAP57","predicted (union)"
"CFAP58","predicted (union)"
"CFAP97","predicted (union)"
"CFAP97D1","predicted (union)"
"CFC1","predicted (union)"
"CFHR3","predicted (union)"
"CFHR4","predicted (union)"
"CFLAR","predicted (intersection) + predicted (union)"
"CGNL1","predicted (union)"
"CHCHD3","predicted (union)"
"CHCHD4","predicted (union)"
"CHCHD5","predicted (union)"
"CHCHD7","predicted (union)"
"CHD1","predicted (union)"
"CHD2","predicted (union)"
"CHD6","predicted (union)"
"CHD7","predicted (union)"
"CHIC1","predicted (union)"
"CHIT1","predicted (union)"
"CHKB","predicted (union)"
"CHL1","predicted (union)"
"CHM","predicted (union)"
"CHML","predicted (union)"
"CHMP3","predicted (union)"
"CHMP5","predicted (union)"
"CHN1","predicted (union)"
"CHN2","predicted (union)"
"CHODL","predicted (union)"
"CHP1","predicted (union)"
"CHRDL1","predicted (union)"
"CHRFAM7A","predicted (union)"
"CHRM3","predicted (union)"
"CHRM5","predicted (union)"
"CHRNA2","predicted (union)"
"CHRNA4","predicted (union)"
"CHRNA7","predicted (union)"
