"Target","Evidence"
"API5","predicted (intersection) + predicted (union)"
"APLNR","predicted (union)"
"APLP2","predicted (intersection) + predicted (union)"
"APOA1","predicted (union)"
"APOB","predicted (union)"
"APOBEC3C","predicted (union)"
"APOBEC3F","predicted (intersection) + predicted (union)"
"APOC3","predicted (union)"
"APOL2","predicted (union)"
"APOL4","predicted (union)"
"APOL6","predicted (intersection) + predicted (union)"
"APOLD1","predicted (intersection) + predicted (union)"
"APOOL","predicted (union)"
"APP","predicted (intersection) + predicted (union)"
"APPL1","predicted (intersection) + predicted (union)"
"APPL2","predicted (union)"
"APTX","predicted (union)"
"AQP4","predicted (union)"
"AQP7","predicted (union)"
"AQP8","predicted (union)"
"AQR","predicted (union)"
"AR","predicted (union)"
"ARAP3","predicted (union)"
"AREL1","predicted (union)"
"ARF1","predicted (union)"
"ARF3","predicted (intersection) + predicted (union)"
"ARF6","predicted (intersection) + predicted (union)"
"ARFGAP2","predicted (intersection) + predicted (union)"
"ARFGEF1","predicted (union)"
"ARFGEF2","predicted (union)"
"ARFGEF3","predicted (union)"
"ARFIP1","predicted (union)"
"ARGFX","predicted (intersection) + predicted (union)"
"ARGLU1","predicted (union)"
"ARHGAP1","predicted (union)"
"ARHGAP11A","predicted (union)"
"ARHGAP12","predicted (union)"
"ARHGAP17","predicted (union)"
"ARHGAP19","predicted (union)"
"ARHGAP21","predicted (union)"
"ARHGAP24","predicted (union)"
"ARHGAP27","predicted (union)"
"ARHGAP28","predicted (union)"
"ARHGAP29","predicted (intersection) + predicted (union)"
"ARHGAP31","predicted (union)"
"ARHGAP32","predicted (intersection) + predicted (union)"
"ARHGAP5","predicted (union)"
"ARHGEF10","predicted (union)"
"ARHGEF11","predicted (intersection) + predicted (union)"
"ARHGEF12","predicted (intersection) + predicted (union)"
"ARHGEF3","predicted (union)"
"ARHGEF39","predicted (union)"
"ARHGEF40","predicted (union)"
"ARHGEF5","predicted (union)"
"ARHGEF7","predicted (union)"
"ARHGEF9","predicted (union)"
"ARID1A","predicted (intersection) + predicted (union)"
"ARID2","experimental (all) + predicted (intersection) + predicted (union)"
"ARID3A","predicted (union)"
"ARID3B","predicted (union)"
"ARID4B","predicted (intersection) + predicted (union)"
"ARID5B","predicted (union)"
"ARIH1","predicted (intersection) + predicted (union)"
"ARL1","predicted (union)"
"ARL10","predicted (union)"
"ARL11","predicted (union)"
"ARL13B","predicted (union)"
"ARL14EP","predicted (union)"
"ARL17A","predicted (union)"
"ARL17B","predicted (union)"
"ARL2BP","predicted (union)"
"ARL3","predicted (intersection) + predicted (union)"
"ARL4A","predicted (union)"
"ARL4C","predicted (union)"
"ARL5A","predicted (union)"
"ARL5B","predicted (intersection) + predicted (union)"
"ARL6","predicted (intersection) + predicted (union)"
"ARL6IP4","predicted (union)"
"ARL6IP6","predicted (intersection) + predicted (union)"
"ARMC1","predicted (intersection) + predicted (union)"
"ARMC10","predicted (intersection) + predicted (union)"
"ARMC2","predicted (union)"
"ARMC5","predicted (intersection) + predicted (union)"
"ARMC8","predicted (intersection) + predicted (union)"
"ARMCX2","predicted (union)"
"ARMCX3","predicted (union)"
"ARMT1","predicted (union)"
"ARNT","predicted (intersection) + predicted (union)"
"ARNT2","predicted (union)"
"ARPIN-AP3S2","predicted (intersection) + predicted (union)"
"ARPP19","predicted (union)"
"ARPP21","predicted (union)"
"ARRB1","predicted (union)"
"ARRDC2","predicted (intersection) + predicted (union)"
"ARRDC3","predicted (union)"
"ARRDC4","predicted (union)"
"ARSE","predicted (intersection) + predicted (union)"
"ARSH","predicted (union)"
"ARSK","predicted (union)"
"ART4","experimental (all) + predicted (union)"
"ARX","predicted (intersection) + predicted (union)"
"ASAH2","predicted (union)"
"ASAH2B","predicted (union)"
"ASAP1","predicted (union)"
"ASAP2","predicted (union)"
"ASB1","predicted (intersection) + predicted (union)"
"ASB4","predicted (union)"
"ASB5","predicted (union)"
"ASB6","predicted (union)"
"ASB7","predicted (union)"
"ASCC1","predicted (intersection) + predicted (union)"
"ASCC3","predicted (union)"
"ASCL1","predicted (union)"
"ASCL4","predicted (intersection) + predicted (union)"
"ASF1A","experimental (all) + predicted (intersection) + predicted (union)"
"ASNS","predicted (union)"
"ASPA","predicted (union)"
"ASPH","predicted (union)"
"ASPHD2","predicted (union)"
"ASPM","predicted (union)"
"ASTN1","predicted (intersection) + predicted (union)"
"ASTN2","predicted (intersection) + predicted (union)"
"ASXL2","predicted (intersection) + predicted (union)"
"ASXL3","predicted (union)"
"ASZ1","predicted (union)"
"ATAD1","predicted (union)"
"ATAD2","predicted (union)"
"ATAD2B","predicted (intersection) + predicted (union)"
"ATAD5","predicted (union)"
"ATE1","predicted (intersection) + predicted (union)"
"ATF1","predicted (union)"
"ATF2","predicted (intersection) + predicted (union)"
"ATF6","predicted (union)"
"ATF6B","predicted (intersection) + predicted (union)"
"ATF7","predicted (union)"
"ATF7IP","predicted (union)"
"ATF7IP2","predicted (union)"
"ATG10","predicted (union)"
"ATG13","predicted (union)"
"ATG14","predicted (intersection) + predicted (union)"
"ATG16L1","predicted (union)"
"ATG2B","predicted (union)"
"ATG3","predicted (union)"
"ATG4A","predicted (union)"
"ATG5","predicted (union)"
"ATG7","predicted (union)"
"ATIC","predicted (union)"
"ATL2","predicted (intersection) + predicted (union)"
"ATL3","predicted (intersection) + predicted (union)"
"ATM","predicted (union)"
"ATMIN","predicted (union)"
"ATOH8","predicted (union)"
"ATP10B","predicted (union)"
"ATP10D","predicted (intersection) + predicted (union)"
"ATP11A","predicted (intersection) + predicted (union)"
"ATP11B","predicted (union)"
"ATP13A2","predicted (union)"
"ATP1B3","predicted (union)"
"ATP1B4","predicted (union)"
"ATP23","predicted (union)"
"ATP2A2","predicted (union)"
"ATP2B1","predicted (union)"
"ATP2B3","predicted (union)"
"ATP2C1","predicted (union)"
"ATP2C2","predicted (union)"
"ATP4A","predicted (union)"
"ATP5F1B","predicted (union)"
"ATP5F1C","predicted (union)"
"ATP5F1E","predicted (union)"
"ATP5MC1","predicted (union)"
"ATP5MC3","predicted (intersection) + predicted (union)"
"ATP5MF-PTCD1","predicted (union)"
"ATP5MG","predicted (union)"
"ATP5PB","predicted (union)"
"ATP6V0A2","predicted (intersection) + predicted (union)"
"ATP6V0D1","predicted (intersection) + predicted (union)"
"ATP6V0E1","predicted (union)"
"ATP6V0E2","predicted (union)"
"ATP6V1C2","predicted (union)"
"ATP6V1E1","predicted (union)"
"ATP6V1E2","predicted (union)"
"ATP6V1G1","predicted (union)"
"ATP6V1H","predicted (union)"
"ATP7A","predicted (union)"
"ATP7B","predicted (union)"
"ATP8A2","predicted (intersection) + predicted (union)"
"ATP8B2","predicted (union)"
"ATP8B3","predicted (union)"
"ATPAF2","predicted (union)"
"ATR","predicted (union)"
"ATRN","predicted (intersection) + predicted (union)"
"ATRNL1","predicted (union)"
"ATRX","predicted (union)"
"ATXN1","predicted (intersection) + predicted (union)"
"ATXN1L","predicted (union)"
"ATXN7","predicted (intersection) + predicted (union)"
"ATXN7L1","predicted (intersection) + predicted (union)"
"ATXN7L3B","predicted (union)"
"AURKB","predicted (union)"
"AUTS2","predicted (union)"
"AVL9","predicted (union)"
"AVPI1","predicted (intersection) + predicted (union)"
"AVPR1A","predicted (union)"
"AXIN1","predicted (union)"
"AXIN2","predicted (intersection) + predicted (union)"
"AXL","predicted (union)"
"AZI2","predicted (union)"
"AZIN1","predicted (intersection) + predicted (union)"
"B3GALNT2","predicted (union)"
"B3GALT1","predicted (union)"
"B3GALT2","predicted (union)"
"B3GAT1","predicted (union)"
"B3GAT2","predicted (intersection) + predicted (union)"
"B3GLCT","predicted (intersection) + predicted (union)"
"B3GNT2","predicted (union)"
"B3GNT3","predicted (union)"
"B3GNT8","predicted (intersection) + predicted (union)"
"B4GALNT2","predicted (union)"
"B4GALNT3","predicted (intersection) + predicted (union)"
"B4GALT3","predicted (union)"
"B4GALT4","predicted (union)"
"B4GALT5","predicted (union)"
"B4GALT6","predicted (intersection) + predicted (union)"
"B4GALT7","predicted (intersection) + predicted (union)"
"B4GAT1","predicted (union)"
"BAAT","predicted (intersection) + predicted (union)"
"BABAM2","predicted (union)"
"BACE1","predicted (intersection) + predicted (union)"
"BACE2","predicted (union)"
"BACH1","predicted (union)"
"BACH2","predicted (intersection) + predicted (union)"
"BAG2","predicted (union)"
"BAG4","predicted (union)"
"BAG5","predicted (union)"
"BAHCC1","predicted (union)"
"BAIAP2","predicted (union)"
"BAMBI","predicted (union)"
"BAP1","predicted (union)"
"BARD1","predicted (intersection) + predicted (union)"
"BAZ2A","predicted (union)"
"BAZ2B","predicted (union)"
"BBOF1","predicted (union)"
"BBS1","predicted (union)"
"BBS12","predicted (union)"
"BBS7","predicted (union)"
"BBX","predicted (intersection) + predicted (union)"
"BCAN","predicted (intersection) + predicted (union)"
"BCAP29","predicted (union)"
"BCAR3","predicted (union)"
"BCAS2","predicted (union)"
"BCAS4","predicted (intersection) + predicted (union)"
"BCAT1","predicted (intersection) + predicted (union)"
"BCCIP","predicted (union)"
"BCKDHB","predicted (union)"
"BCL10","predicted (intersection) + predicted (union)"
"BCL11A","predicted (union)"
"BCL11B","predicted (intersection) + predicted (union)"
"BCL2","predicted (union)"
"BCL2A1","predicted (union)"
"BCL2L11","predicted (union)"
"BCL2L13","predicted (union)"
"BCL2L14","predicted (union)"
"BCL2L15","predicted (union)"
"BCL2L2","predicted (intersection) + predicted (union)"
"BCL2L2-PABPN1","predicted (union)"
"BCL7A","predicted (union)"
"BCL7B","predicted (union)"
"BCL7C","predicted (intersection) + predicted (union)"
"BCL9L","predicted (union)"
"BCLAF1","predicted (union)"
"BCLAF3","predicted (union)"
"BCOR","predicted (union)"
"BCORL1","predicted (intersection) + predicted (union)"
"BCR","predicted (union)"
"BDH1","predicted (intersection) + predicted (union)"
"BDH2","predicted (union)"
"BDP1","predicted (union)"
"BEAN1","predicted (union)"
"BECN1","predicted (union)"
"BEND2","predicted (union)"
"BEND3","predicted (union)"
"BEND4","predicted (union)"
"BEST3","predicted (union)"
"BET1","predicted (intersection) + predicted (union)"
"BET1L","predicted (union)"
"BEX3","predicted (union)"
"BHLHE41","predicted (union)"
"BICC1","predicted (union)"
"BICD1","predicted (union)"
"BICD2","predicted (union)"
"BICRAL","predicted (union)"
"BID","predicted (union)"
"BIK","predicted (union)"
"BIRC5","predicted (union)"
"BIVM","predicted (union)"
"BLACE","predicted (intersection) + predicted (union)"
"BLCAP","predicted (intersection) + predicted (union)"
"BLMH","predicted (union)"
"BLNK","predicted (union)"
"BLOC1S2","predicted (intersection) + predicted (union)"
"BLOC1S4","predicted (intersection) + predicted (union)"
"BLOC1S5","predicted (intersection) + predicted (union)"
"BLOC1S6","predicted (union)"
"BLVRA","predicted (union)"
"BLZF1","predicted (union)"
"BMERB1","predicted (union)"
"BMF","predicted (union)"
"BMI1","predicted (union)"
"BMP10","predicted (union)"
"BMP2","predicted (intersection) + predicted (union)"
"BMP2K","predicted (intersection) + predicted (union)"
"BMP3","predicted (union)"
"BMP5","predicted (intersection) + predicted (union)"
"BMP6","predicted (union)"
"BMP7","predicted (intersection) + predicted (union)"
"BMP8A","predicted (union)"
"BMP8B","predicted (union)"
"BMPER","experimental (all) + predicted (intersection) + predicted (union)"
"BMPR1A","predicted (intersection) + predicted (union)"
"BMPR1B","predicted (union)"
"BMPR2","predicted (union)"
"BMS1","predicted (union)"
"BMT2","predicted (intersection) + predicted (union)"
"BNC1","predicted (union)"
"BNC2","predicted (intersection) + predicted (union)"
"BNIP2","predicted (intersection) + predicted (union)"
"BNIP3L","predicted (union)"
"BNIPL","predicted (union)"
"BOC","predicted (union)"
"BOD1","predicted (union)"
"BOLL","predicted (intersection) + predicted (union)"
"BORCS5","predicted (intersection) + predicted (union)"
"BPTF","predicted (union)"
"BRAP","predicted (intersection) + predicted (union)"
"BRCA1","experimental (all) + predicted (intersection) + predicted (union)"
"BRCC3","predicted (union)"
"BRD2","predicted (union)"
"BRD3","predicted (intersection) + predicted (union)"
"BRD4","predicted (union)"
"BRD7","predicted (intersection) + predicted (union)"
"BRI3","predicted (intersection) + predicted (union)"
"BRIP1","predicted (union)"
"BRIX1","predicted (union)"
"BRMS1L","predicted (union)"
"BROX","predicted (union)"
"BRPF3","predicted (union)"
"BRSK2","predicted (intersection) + predicted (union)"
"BRWD1","experimental (all) + predicted (intersection) + predicted (union)"
"BRWD3","predicted (union)"
"BSDC1","predicted (union)"
"BSN","predicted (union)"
"BTAF1","predicted (intersection) + predicted (union)"
"BTBD1","predicted (intersection) + predicted (union)"
"BTBD11","predicted (union)"
"BTBD2","predicted (union)"
"BTBD7","predicted (intersection) + predicted (union)"
"BTBD9","predicted (union)"
"BTD","predicted (intersection) + predicted (union)"
"BTF3L4","predicted (union)"
"BTG1","predicted (union)"
"BTG2","predicted (intersection) + predicted (union)"
"BTLA","predicted (union)"
"BTN2A1","predicted (union)"
"BTN2A2","predicted (intersection) + predicted (union)"
"BTRC","predicted (intersection) + predicted (union)"
"BUD13","predicted (union)"
"BZW1","predicted (intersection) + predicted (union)"
"C10orf67","predicted (union)"
"C10orf88","predicted (union)"
"C11orf45","predicted (union)"
"C11orf52","predicted (intersection) + predicted (union)"
"C11orf53","predicted (union)"
"C11orf54","predicted (intersection) + predicted (union)"
"C11orf58","predicted (union)"
"C11orf65","predicted (union)"
"C11orf87","predicted (intersection) + predicted (union)"
"C11orf98","predicted (union)"
"C12orf29","predicted (union)"
"C12orf4","predicted (union)"
"C12orf49","predicted (union)"
"C12orf60","predicted (union)"
"C12orf66","predicted (intersection) + predicted (union)"
"C12orf73","predicted (intersection) + predicted (union)"
"C12orf75","predicted (union)"
"C14orf119","predicted (union)"
"C14orf132","predicted (intersection) + predicted (union)"
"C14orf180","predicted (union)"
"C14orf39","predicted (union)"
"C15orf40","predicted (union)"
"C15orf41","predicted (union)"
"C15orf61","predicted (union)"
"C16orf70","predicted (intersection) + predicted (union)"
"C16orf72","predicted (union)"
"C16orf87","predicted (intersection) + predicted (union)"
"C17orf49","predicted (union)"
"C17orf99","predicted (union)"
"C18orf21","predicted (union)"
"C18orf54","predicted (union)"
"C18orf63","predicted (intersection) + predicted (union)"
"C19orf12","predicted (union)"
"C19orf47","predicted (intersection) + predicted (union)"
"C19orf54","predicted (union)"
"C1D","predicted (union)"
"C1GALT1","predicted (union)"
"C1orf109","predicted (union)"
"C1orf112","predicted (union)"
"C1orf115","predicted (intersection) + predicted (union)"
"C1orf116","predicted (union)"
"C1orf131","predicted (union)"
"C1orf141","predicted (union)"
"C1orf198","predicted (union)"
"C1orf21","predicted (intersection) + predicted (union)"
"C1orf210","predicted (union)"
"C1orf216","predicted (union)"
"C1orf35","predicted (union)"
"C1orf43","predicted (intersection) + predicted (union)"
"C1orf50","predicted (intersection) + predicted (union)"
"C1orf52","predicted (union)"
"C1orf56","predicted (union)"
"C1QL1","predicted (intersection) + predicted (union)"
"C1QL3","predicted (intersection) + predicted (union)"
"C1QTNF3","predicted (union)"
"C1RL","predicted (intersection) + predicted (union)"
"C2","predicted (union)"
"C20orf202","predicted (union)"
"C21orf91","predicted (union)"
"C2CD2","predicted (union)"
"C2CD2L","predicted (union)"
"C2CD4A","predicted (union)"
"C2orf49","predicted (union)"
"C2orf68","predicted (union)"
"C2orf69","predicted (union)"
"C2orf72","predicted (union)"
"C2orf74","predicted (union)"
"C2orf80","predicted (intersection) + predicted (union)"
"C2orf88","predicted (union)"
"C3orf14","predicted (intersection) + predicted (union)"
"C3orf18","predicted (union)"
"C3orf38","predicted (union)"
"C3orf52","predicted (union)"
"C3orf62","predicted (intersection) + predicted (union)"
"C3orf67","predicted (union)"
"C3orf70","predicted (union)"
"C4orf19","predicted (intersection) + predicted (union)"
"C4orf3","predicted (union)"
"C4orf33","predicted (union)"
"C4orf46","predicted (intersection) + predicted (union)"
"C4orf54","predicted (intersection) + predicted (union)"
"C5orf15","predicted (union)"
"C5orf22","predicted (union)"
"C5orf24","predicted (intersection) + predicted (union)"
"C5orf30","predicted (intersection) + predicted (union)"
"C5orf47","predicted (union)"
"C5orf49","predicted (union)"
"C5orf51","predicted (union)"
"C5orf63","predicted (union)"
"C5orf64","predicted (union)"
"C6orf132","predicted (intersection) + predicted (union)"
"C6orf141","predicted (union)"
"C7","predicted (union)"
"C7orf31","predicted (union)"
"C8A","predicted (intersection) + predicted (union)"
"C8orf31","predicted (union)"
